"titles","texts","time.stamp","month","date"
"[問卦] 這次上新聞版面的空姐們下場會怎樣? ","
我知道現在空姐罷工不潮了 鄉民不關心了 但還是很好奇下場

1.嗆地勤長相的空姐 im_sylvia11 超厲害 還是沒被人肉到姓名

2.公司打八通電話不接 回國確認等五分鐘 結果靜坐還中暑的曾小姐

3.大家最愛的18金釵 事發後被不斷爆料的#姐好帥 宛平姐

4.聽說是公司內部麻煩人物 抗議胖老外需要幫忙如廁 罷工時宣稱不惜剃光頭的郭芷嫣

5.宣稱罷工是為了下一代的林昱嘉

6.上節目被電爆的韓粉 曲佳雲

這幾個已經上新聞的 下場會怎麼樣?

我知道不潮了 但還是很好奇.........

還有目前遺漏的空姐嗎?

--
我覺得多少有在抓吧? Isis Cheng之前只是說哪款好用 就被約談了
更不會說代購 只是有沒有被抓到的問題
我想看~~~
她到底是誰啊? 背景有夠硬吧? 萬能的鄉民竟然搜不到?
我是不爽啊 可是幫忙擦屁股的又不是她 我覺得她憑啥小題大作?
我是猜想 其實長榮完全知道這些帳號是誰
 ","Sat Jul  6 00:00:15 2019 ","Jul","6"
"Re: [新聞] 影／與劉結一會面直播被阻止？　柯文哲： ","
事情的原貌可能是這樣

柯文哲這邊問了  確實可以直播  反正上海這邊覺得又沒什麼
然後柯文哲就開心的發佈要直播  反正他覺得最後一關直播給大家看
這樣一來還可以免去回台還被抹紅的問題
不然回台灣大概還要搞個十幾回合沒完沒了

結果中央的台辦看到被錄影不爽  因為可能沒有被錄影的習慣
(這裡錄影跟直播根本沒有分別）
就阻止  阻止一次還阻止兩次  小牛大概覺得阿不是說好可以錄

其實上面所有的一切  好好說就好了
結果柯文哲回台灣說了什麼？小朋友中槍揹鍋

阿奇怪不就好好的說我們以為有共識  可是中央的人不喜歡錄影所以我們客隨主便
這樣打官腔打掉不就好了  結果呢？

柯文哲根本不想讓人知道中共就是這副鳥樣  說話不算話又拆他的台
然後搞的好像自己其實也搞不定中共
就隨便找個鳥說法想呼嚨過去  你是小牛的話你看了會心寒嗎？

其實我真的覺得柯文哲真的把中共想的太簡單了
一個簡單的東西  他們都可以給你搞出好幾套標準  台灣是要吃哪一套才行？

--

我都很歡迎討論  如果不討論就直接1450
那也是他的水準  這我哪有辦法
今天柯文哲直接推到下面去  連一堆柯粉都不敢說話好嗎
看政黑就知道了

更何況我這算是很善意的解讀了
我只是想說中國並沒有想像的那麼好處理而已
如果這樣就代表黑柯  那我能說什麼

他只要像我說的  客隨主便  我們本來以為可以直播
不過既然主人不喜歡這樣  那我們客隨主便
你說今天會怎樣嗎  以前又不是沒說過這樣
結果搞新劇本  我就不曉得到底想幹嘛

我這解讀已經很善意了  如果被當1450那還能說什麼


我只能說小牛真的很認真  是個柯文哲身邊的衝組
使命必達  結果老闆一句話  唉


我可以料想的到明天一定會有新說法
信嗎？

柯文哲今天晚上的說法一點邏輯都沒有  團隊會指正的
說溝通過程有問題  後來中方覺得不妥停止直播
這樣到底會有什麼問題  一定要說他今天說的那種樣子？
他到底在顧慮什麼

我甚至懷疑他今天晚上的說法有點在安撫國台辦了

今天晚上就是被變掛  但是他不想讓人覺得中國就是這麼難搞
才出此言  很難看阿  幫中國說話幹嘛
中國就是杯葛你還怕人知道嗎


你是不是誤會發言人的用途？

我關注民進黨作的鳥可沒少  不用在那邊指導


 ","Sat Jul  6 00:01:08 2019 ","Jul","6"
"[問卦] 中國防火牆的螺絲是不是鬆了？ ","
全世界都知道 中國有著世界偉大的網路長城

今天竟然放任一個小朋友

在我泱泱大國的防火牆內 開臉書直播！

不管是透過電信漫遊 還是原來也是個跳板仔

這都已經嚴重侵害中國臉面

是不是要再教育 再教育！

螺絲是不是鬆了？


--
你484閱讀能力有問題啊？
 ","Sat Jul  6 00:01:18 2019 ","Jul","6"
"[爆卦] 柯市府觀傳局無恥秀下限，超越郝龍斌 ","
簡單說，黃姓公務員驗收不實，還出具不實資料支持廠商，
讓市府在法院居於劣勢，結果我問完，得到以下答覆。
兩岸一家親，公務員都變黨員了，不然怎麼會這樣呢？

      案件編號：W10-1080628-00060
      案件密碼：9810694
      案件主旨：請問公務員懲處一定要經過法院判決嗎？
      具體內容：
      觀光傳播局於臺北市政府單一陳情系統回復信  (W10-
   1080610-00831)說，公務員因違失之懲處要經過法院判決，
   叫我自己去查法院判決。這樣是對的嗎？可是我去查，該
   判決是民事訴訟，與公務員懲處一點關係都沒有啊！！請
   問該案承辦人是否故意不實資訊要誤導本人？
      受理機關：觀光傳播局
      回覆機關：觀光傳播局
      回覆日期：108/07/05
      處理情形：處理完成

      親愛的民眾：您好！
      有關您詢問公務員懲處程序等節，本府公務員之懲處案
   件均依公務人員考績法及其施行細則、本府及所屬各機關
   學校公務人員獎懲案件處理要點、本府及所屬各機關學校
   公務人員平時獎懲標準表等相關規定辦理。
      另依據「臺北市政府及所屬各機關  處理人民陳情案件
   注意事項」第十一點規定：各機關對同一事由之迭次人民
   陳情案件處理原則如下：（一）同一事由，經予適當處理，
   並已明確答復後，陳情人第三次陳情時，得依行政程序法
   第一百七十三條第二款規定，簽報機關首長同意，不予處
   理，並回復陳情人（除說明已為適當處理外，並說明如以
   後同一事由再陳情，將不予處理回復）……。（二）依前
   款規定處理之人民陳情案件，嗣後陳情人再以同一事由陳
   情，除仍需依規定受理外，無須處理及回復，並於簽准後
   結案。
      謝謝您的來信
      祝您
      健康愉快
      臺北市政府觀光傳播局　敬復
      承辦人：郭名浩
      聯絡電話：02-27208889轉2042


--
 ","Sat Jul  6 00:02:11 2019 ","Jul","6"
"[新聞] 網路隨便「加好友」！ 虎狼豹彪加猴子都 ","
網路隨便「加好友」！ 虎狼豹彪加猴子都引上門

2019-07-05 11:33
社會新聞 自由時報

〔記者楊政郡／報導〕玉石商洪女，在微信與化名「劉家威」男子加好友，卻如羊入虎
口！不但被任意拿走約10件玉石，還威脅要拿出20萬「委託」他去處理買賣糾紛，不拿出20
萬元就一再傳送威脅簡訊如「我很不想對女人下手」、「林北抓狂的時候就像猴子」，洪女
萬分驚恐，考慮再三報警處理，檢方依恐嚇取財起訴劉及同夥陳男。

起訴書指出，劉男在微信上化名「劉家威」，而玉石商洪女與「劉家威」加入好友後，無意
間洪女可能透露自己有投資糾紛，讓劉男得知後，就開始惹禍上身、困擾不斷。

去年11月20日劉男藉口與洪女談生意、約見面，要求洪女帶「藍髮晶」、「黑髮晶」、和闐
玉等玉石一批過來（約10件），可是見面後，根本不是要買她的玉石，劉男的陳姓小弟不時
在一旁，以電擊棒發出電擊聲音，劉藉口他可以出面擺平洪女的糾紛，洪女根本沒意願。

劉男越說「兄弟口氣」就出來，脅迫稱，一起作生意最好順他的意，不然他黑白兩道通吃，
後台很硬，洪女聽了很害怕，而任由劉等拿走上述玉石。

翌日劉又發送恐嚇簡訊，約洪女到某汽旅見面，劉表明要「吃掉」洪女在上海的生意，要洪
女付他20萬處理費，寫下委託書，委託他去處理投資糾紛，陳姓小弟在場撥放他們去彰化砸
店畫面給洪女看。

洪女被迫簽下委託書才脫身，但當晚劉與陳男還到洪女住處外，一直傳恐嚇簡訊「我不希望
對女人下手」、「委託書都簽了趕快拿錢出來」、「林北抓狂的時候就像猴子」等等，洪女
萬分驚恐，報警處理。

化名「劉家威」的男子，一再傳送威脅簡訊如，玉石商洪女萬
分驚恐，考慮再三報警處理，檢方依恐嚇取財起訴劉及同夥陳男。圖為猴子照片。（資料照
）





吱吱～
     \
       ╭────╮
       / \
        \∣ㄟ▽ㄏ∣/
       【  ..  】
      \ /人\ /
      ╰─╯

--

你才是香蕉 你全家都香蕉

--
 ","Sat Jul  6 00:02:21 2019 ","Jul","6"
"[問卦] 0988-630-86X ","

林X成手機


剩下二個小時了啦


到底有沒有鄉民打電話去給林志成啦


館長說今天就算不到只要打電話去約時間


館長都會打啦


志成你在哪   還不快打給小宇約戰

-----
Sent from JPTT on my LGE LG-H870DS.

--
 ","Sat Jul  6 00:02:51 2019 ","Jul","6"
"[問卦] 殺警案證明 台灣人就是膽小又自私 ","

平時在那嗆要打仗，說什麼不怕流血不怕死，好像一個比一個勇敢，情願拋頭顱灑熱血也要上戰場殺敵，以一換一壯烈犧牲，衝鋒前陣，肚破腸流也不退縮，

結果別說人數是我們數倍的步槍火力，遇到鄭捷在車廂，一個個跑得跟什麼一樣？

雙刀鄭捷人高馬大很可怕就算了
結果這次更扯
一個警察制住持刀阿伯的雙手
沒人肯去幫忙
寧願慢慢看著那個警察死掉
民眾有閒著錄影拍照 有些笑著走掉

就是沒人肯幫忙
哦…都不怕警察被殺倒後
歹徒撿槍大開殺戒？
用點腦好嗎？ 是太蠢還是太自私？

然後事後警察沒事就說『辛苦了』
警察急救中就說『願平安』
警察殉職就說『R.I.P』
警察爭取福利就說『貪婪警察』

真夠虛偽嘴臉的咧…


哦…原本不想說
還有最最最最扯的啦
別說雙刀鄭捷 或是 被抓住雙手的阿伯
你們連赤手空拳的慣老闆都不敢反抗
寧願窮忙高工時一輩子買不起房
還整天幫助資方
奴到不知道是蠢還是可憐
可悲到一個極致


還說戰爭咧… 我呸
可悲至極膽小懦弱自私噁心虛偽的台灣人
蟑螂都比你們高尚

對了
你們這些平時嗆要戰爭
結果看到被控場的持刀阿伯 還怕到寧願放警察去死的自私膽小雜碎台灣人

我可不想當跟你們一樣的台灣人
太可恥了


-----
Sent from JPTT on my Asus ASUS_Z01RD.

--
 ","Sat Jul  6 00:03:17 2019 ","Jul","6"
"[問卦] LOL被朋友戳下去 ","
本肥宅LOL爬得正順
結果一個朋友突然找我玩
直接連戳我好幾場


本來是想說沒關係
再爬回去就好
但是本肥宅現在越想越不對勁
覺得很幹


要怎麼平息心中的怒氣呢
@











--
 ","Sat Jul  6 00:04:02 2019 ","Jul","6"
"[問卦] 館長會決戰紫禁之巔嗎 ","
我看這幾天

一堆人來找館長單挑

結果一個消失

一個還嗆聲說18秒就要讓館長被打趴

還說要去大眾擂台

那如果去紫禁城的屋頂打

可以嗎


--



                                                   by 


--

我以為大家知道是葉孤城跟西門吹雪QQ
 ","Sat Jul  6 00:04:06 2019 ","Jul","6"
"[問卦] 大友克洋跟宮崎駿哪個才是日本動畫教父? ","



大友克洋最新動畫作品<ORBITAL ERA >

光看那個畫面
實在分不出是3D還是手繪
真的是太屌了

相較宮崎駿就是堅持手繪
畫面30年如一日
有些人說很漂亮
每個畫面都能截圖當明信片

但我覺得就是跟不上時代阿

相較大友克洋
就是願意嘗試各種新技術
畫面就是跟得上時代



感覺宮崎駿就是話兒童動畫
看過的人比較多
比較出名

但大友克洋的主題比較成人
看過的人少

在西方感覺還是宮崎駿比較有名

但論地位
大友克洋才是公認的大師

這兩位在日本地位到底孰高孰低呢

--

來亂的?XD


經典吧
龍貓跟阿基拉哪個影響世界比較大?



 ","Sat Jul  6 00:04:42 2019 ","Jul","6"
