"titles","texts","time.stamp","month","date"
"Re: [問卦] 日本算是人類觀光的頂點嗎?? ","

八卦是你住在井裡

日本觀光世界排名連前十都擠不進去

而且80%的遊客來源是中國+南韓+台灣

哪個國家沒有人文？

論古蹟的話

去歐洲隨便一個國家就電翻日本了

自然環境？

溫泉日本確實是世界第一

但其他的？？？

購物日本什麼都排不上

cp值並不高

除了一些小眾的商品可以吸引特地的粉絲

衛生和日本類似的國家超級多

即便是東南亞的觀光景點衛生也不差於日本

風俗業？

那只是你常看A片的幻想

先不論泰國、澳門

歐洲的FKK完全屌打一堆限制的日本風俗店

什麼世界上只有日本能把背包背在後面？

傻啦？

拍謝！

忘記你住在井裡面每天靠看日本動漫和A片維生！

--
哪個地方啊？
還是你沒注意班機改降中國的某村莊？
瑞士真的很舒服
只是晚上頗無聊
頂多窩在bar裡喝酒
瑞士人素質真很高
荷蘭、比利時、德國也不錯
法國有的地方就不怎麼樣
可能我都去bar
大家都在看足球
亞洲最漂亮？
也不論垃圾中共政權
中國光自然景觀多樣性就屌打日本
想不出日本哪個景點可以贏過九寨溝
氣候宜人？
日本溫差這麼大的地方氣候宜人？
國中地理沒學好喔！XD
中國、東南亞也很近
其實看白人去哪玩跟著就對了
白人比東方人懂得休閒娛樂放鬆
你看過白人像華人一樣搬什麼掃地機器人、水波爐嗎？
許多台灣人出國旅遊就是購物、吃飯、拉屎、睡覺
法國整體感覺比德、瑞差
西、義下次去看看
我也想去蔚藍海岸！
日本也算很潮濕了
東京年雨量1500mm
京都2200mm
台北2100mm
高雄1700mm
中國是都市空污嚴重
跟團比較容易遇到推銷吧！
就是標準台灣人
不喜歡流汗、曬太陽、運動好累
參加一些潛水、攀岩、溜索戶外活動幾乎碰不到台灣人
其實在日本走路比東南亞多太多了
東南亞隨時都叫計程車或Grab
人少租摩托車
人多直接包車
日本什麼地鐵還是要走路
離開大都市公共汽車也是少得可憐
整個像西亞難民一樣
韓導現在民調領先又代表什麼？
日本就是個保險牌
反正台灣一堆人出國也只是購物逛街
日本是不錯
但連在亞洲觀光業被中國和泰國電爆
原PO可以說成世界頂峰？
這個井有多深啊？
根本是已開發國家
也是啦！
什麼高樓他們國家自己就很多了！
文青喔！
WHAT？
日本領土比英國大耶！
人口可以屌打歐洲北極熊以外的所有國家！
正解！
就是個安全牌
爛也不至於太爛
日本糟糕的是他們很不放鬆
勤勞、嚴謹、紀律是他們的美德
可惜耍廢、樂活不是他們的專長
想去土耳其！
韓國更廢了
出了大都市其實都很不方便
而且日本人英語會話能力真的是太弱了
比較符合台灣人口味
日本並不小啊！
日本畢竟還是以工商業為主的國家
和歐美相比近幾年才比較注重觀光業
同意！
數據網路上都有
你住什麼井裡沒有Google？
食物難吃主要是吃不慣
日本雷店也是一堆
歧視的狀況哪裡都有
只是日本人的表面功夫（沒有貶抑）真的是一流
這邊指的是保存程度和設計規劃
懂？
廢話
誰有空住個一年半載學當地語言？
不會很好
但會很差嗎？
白人都白痴？
對！
鄉民就你去過
關中國屁事？
腦子有事？
世界觀光排名日本連前十名都沒有
是頂峰？
用點腦子思考可以嗎？
你住在什麼廢井、枯井？
旅遊人數前十名：法、西、美、中、義、墨、英、土、德、泰、奧
日本旅遊只能說還不錯
前十名排不上是優秀？頂峰？
 ","Thu Jun 27 00:00:57 2019 ","Jun","00:00:57"
"[新聞]   為什麼大規模抗議在全球愈演愈烈？   ","




紐約時報
AMANDA TAUB, MAX FISHER2019年6月26日






上週在，捷克人舉行了自鐵幕倒塌以來規模最大的示威活動，要求被指存在腐敗的總
理辭職。


就在不到<U+4E24>週前，在，有多達100萬人舉行示威，反對一項允許引渡到中國大陸的法律
，迫使政府做出了讓步。



在，大規模的抗議活動已經導致數千人被捕，而且遊行示威可能還會繼續。在
，總統阿卜杜勒·布特弗利卡(Abdelaziz Bouteflika)在爆發抗議活動後於四月辭職；
幾天後，總統奧馬爾·巴希爾(Omar al-Bashir)也因民眾抗議下台。




每一次抗議的緣由都不相同。但專家們表示，有理由相信，它們也反映出一種全球趨勢，即
。

牛津大學(Oxford University)教授、與人合著了一本關於社群媒體和政治抗議著作的海倫
·馬吉茨(Helen Margetts)說，「大約從2010年開始，我們看到，那些通常不會站出來的人
似乎站了出來，」她說，這其中包括「年輕人、少數族裔和威權國家的民眾」。

研究表明，其中一個原因是，全球政治的變化提高了人們對民主問責的期待——即便是在專
制國家——與此同時，威權主義正在全球範圍內抬頭。

這兩種趨勢正在相互碰撞，使公民有更多的反對理由，而且他們也越來越覺得自己有權反對
。與此同時，人們對政治體系的不信任日益加深，使得許多公民（即使是在民主國家）對僅
僅依靠投票箱保持警惕。所以，他們走上了街頭。

而且，由於社群媒體使得動員群情和組織大規模行動變得更加容易，受挫的期望比以往任何
時候都能更快地轉化為大規模的示威遊行——但可能也會比以往任何時候都更容易在目標實
現之前四分五裂。這會形成一個抗議和不穩定的循環，而且這個循環會自我強化。

殷切期待

耶魯大學(Yale)教授、研究民主化和民主倒退問題的米蘭·斯沃裡克(Milan Svolik)說，自
冷戰結束以來，「大家言必稱民主」。

民主問題專家托馬斯·卡羅瑟斯(Thomas Carothers)和理查德·揚斯(Richard Youngs) 在2
015年為卡耐基國際和平研究院(Carnegie Endowment for International Peace) 撰寫的一
份報告中寫道，近幾十年來的政治趨勢也「增加了公民對政府應該以有意義的方式對人民負
責的期望」。

但是，對問責的期待不斷提高，並不總是與現實相稱。例如，國防大學(National Defense
University)研究前蘇聯集團民主與安全問題的教授埃麗卡·馬拉特(Erica Marat)說，蘇聯
解體後，許多前蘇國家的領導人幾乎沒有動力對冷戰時期遺留下來的警察部隊和其他安全機
構進行改革。

結果就是，其中一些政府，特別是其嚴厲的、軍事化的安全部門，沒有建立相應的機制來滿
足城市中產階級對民主問責日益增長的期待。

馬拉特博士說，這在整個地區引發了抗議，因為人們意識到，參加示威活動是提出政治要求
的唯一途徑之一。

「大規模集體行動從來都不是無緣無故出現的，」她說。「一直都有反對專制國家的小規模
行動。」這些行動會吸引那些一旦看到公眾支持，就更有可能站出來的人。

以哈薩克為例，


其他地區也出現過類似模式。

在香港，儘管2014年的「雨傘運動」促使大批民眾走上街頭要求民主，最終也未能促成系統
性變革。但馬拉特認為，這些示威活動可能在本月針對擬議引渡法案的成功抗議中起了促進
作用。

在蘇丹，2018年爆發了針對食品價格上漲的大規模抗議活動，此後，巴希爾的政黨在8月份
因為他計劃修憲以便再度競選總統出現了分裂。這使得今年頭幾個月，蘇丹發生了一系列反
對政府的公眾抗議活動，最終導致4月中旬巴希爾被趕下台。

民粹主義與倒退現象

對民主的期待和威權主義興起之間的衝突，也在推動民主國家內部出現抗議活動。
日益加劇的不平等、貪腐醜聞以及對有關機構反應遲鈍的不滿，讓許多公民感到這一體制並
不民主。許多人由此通過投票選舉民粹主義者以示抗議，後者承諾將打破這個有缺陷的體制
，為民執政。

但一旦上台，這類領導人往往會壓制異見，破壞制衡機制，將權力集中在自己手中，進一步
加劇民主制度與威權主義之間的衝突。如今，這正在引發更多大規模抗議。

以委內瑞拉為例，烏戈·查韋斯(Hugo Chavez)是以民粹主義施政綱領當選的，但之後他和
繼任者尼古拉斯·馬杜羅(Nicolas Maduro)剝奪了立法機關的權力，在法院安插親信。如
此一來，在該國遭受災難性經濟崩盤之際，街頭抗議成了表達不滿的主要管道。

在土耳其，總統雷傑普·塔伊普·埃爾多安(Recep Tayyip Erdogan)曾是極受歡迎的民選領
導人，後來卻使用專制手段，促成了土耳其民主的瓦解。

土耳其尚未發生過香港或布拉格那樣的大規模行動。但本週，



政治學家安娜·呂爾曼(Anna Luhrmann)和斯塔凡·I·林德伯格(Staffan I. Lindberg)利
用名為民主多樣性(V-Dem)的多年數據集得出結論，自1994年以來，一股他們稱之為「專制
化」的浪潮日益加劇，75個國家已朝向專制邁出重大步伐。

但是，即便在這種情況尚未發生的國家，高層官員腐敗也可能引發動亂，特別是腐敗行為似
乎不受懲罰時。

捷克共和國最近的抗議活動發生在警方提議對總理安德烈·巴比什(Andrej Babis)提起詐騙
控告之後，外界認為，他操縱司法部，防止此類指控的提出。

到目前為止，巴比什一直拒絕向抗議者的要求低頭，堅稱他將繼續為使捷克共和國的「再度
偉大」而努力。

成功背後的危險




在大規模抗議運動興起過程中，一種更為尋常的現象可能起了作用：通過讓傳播憤怒與動員
民眾變得更容易，社群媒體使得政治反抗受制於大量參與的法則。簡言之，馬吉茨說，發起
抗議活動的嘗試越多，抗議成功的數量就越多。

但北卡羅萊納大學社會科學家澤奈普·圖費克奇(Zeynep Tufekci)所做的研究顯示，社群媒
體推動的抗議活動尤為脆弱。因為具有分散性，這些運動更容易崩潰或被籠絡。

甚至抗議成功的成果也有可能難以持久，尤其是當新政府感受到儘快鞏固權力的壓力時。

抗議活動的成功憑藉的不只是其自身的力量，而是在很大程度上，迫使一個國家的執政精英
重新調整他們的優先事項和效忠，並給予他們一個這麼做的機會。但這種重新調整並不總是
有利於示威者。

以蘇丹為例，巴希爾被趕下了台——但在他之後鞏固了權力的將軍卻部署軍隊鎮壓示威者。
最後數十人被殺害，多人遭到殘酷對待。辛巴威也出現了類似的情況，2017年長期獨裁者羅
伯特·穆加貝(Robert Mugabe)被推翻後，發生了暴力鎮壓事件。





中文


這篇寫太好
就算沒什麼人推還是要分享給大家




--
如今這個廣場是我的墳墓
這個歌聲將來是你的輓歌
你會被教育成一個壞人見死不救
吃喝拉撒的動物---李志

--
 ","Thu Jun 27 00:00:57 2019 ","Jun","00:00:57"
"[問卦] 台灣什麼地方最接近白川鄉合掌村的美 ","
本魯還沒有去過合掌村

聽說冬天是冰天雪地一片白很漂亮的

夏天去也是綠意盎然很美

沒有被人類醜陋招牌美學給破壞的一個地方

有沒有台灣最美的鄉村是否可以與之一戰的八卦

--
 ","Thu Jun 27 00:01:16 2019 ","Jun","00:01:16"
"Re: [問卦] 中將吳斯懷 是三國時代的誰? ","
蜀漢的(傅)士仁吧

陣前倒戈東吳的前荊州公安城守將

再進入江陵城說服糜芳一起投誠孫權

關羽在樊城之戰後被夾擊敗走

最終魂斷麥城剩屍首

--
疾<U+304D><U+3053><U+3068>風<U+306E>如<U+304F>、徐<U+304B><U+306A><U+308B><U+3053><U+3068>林<U+306E>如<U+304F>
侵掠<U+3059><U+308B><U+3053><U+3068>火<U+306E>如<U+304F>、動<U+304B><U+3056><U+308B><U+3053><U+3068>山<U+306E>如<U+3057>                                  　
風林火山<U+3068><U+3044><U+3046><U+3088><U+3046><U+306B>武田軍勢<U+3092>示<U+305B>！！
                                  武田信玄<U+3088><U+308A>

--
吳斯懷不配當于禁啦

陸軍官校43期出了大概10個中將

他算是跟對老闆佔對缺

才當到六軍團指揮官

洪仲丘案的陸軍司令李翔宙上將也是陸官43期

兩人軍魂差別高下立判
 ","Thu Jun 27 00:02:54 2019 ","Jun","00:02:54"
"[臉書] 郭台銘-我就是中華民國最強的外掛 ","
【我就是中華民國最強外掛！】

昨天的國政願景發表會我提出了一個論點，說我是中華民國的「最強外掛」，引起很多關
心果凍的朋友熱烈討論，但有些人說我不懂外掛、又說我是作弊的開外掛，所以我想跟大
家談談，到底我的「最強外掛」是什麼。

過去四十幾年來，我總是在逆境中奮鬥，在國際間遇到詭譎及險峻的狀況不知何幾，透過
一次次化解困難的經驗累積，讓我培養了堅強戰力，也讓我有信心能為中華民國拚經濟、
拚外交、拚一個美好未來！

我要先澄清，我郭台銘確實真的「開外掛」，但我的外掛是「正面」的 plug-in，是打破
中華民國悶經濟的 plug-in！

果凍開外掛！我戴著國旗帽走進白宮和美國總統川普會面，試問民進黨誰能做到？
果凍開外掛！我買下夏普召開國際記者會，讓中華民國與日本國旗並列，讓國際關注，讓
世界正視中華民國，試問民進黨誰能做到？
果凍開外掛！我能請來日本軟銀孫正義、Michael E.Marks這些世界最頂尖的投資專家，
解決年金破產問題，試問民進黨誰能做到？
果凍開外掛！我與世界多國領袖有個人交情，能直接溝通，幫助國家外交工作，試問民進
黨誰能做到？

所以，我郭台銘開的外掛是可以幫台灣走向世界，增加國際能見度，未來更可以為中華民
國拓展外交的「好外掛」！

然而，當大家在討論郭台銘開外掛的同時，其實蔡英文總統也在「開外掛」，但她開的是
讓中華民國越來越糟、越來越不民主的「暗黑外掛」！

蔡英文開外掛，設立一系列黑機關來踐踏軍公教尊嚴與國民黨，試問誰能忍受?
蔡英文開外掛，用中選會和修惡公投法來扼殺直接民主，讓公投進鐵籠，試問誰能忍受？
蔡英文開外掛，濫用政府部門資源前瞻計畫大撒幣，試問誰能忍受？
蔡英文開外掛，勞基法修惡讓勞工及中小企業無所適從，試問誰能忍受？

所以，外掛有好有壞，蔡英文的外掛，是利用國家機器，為了民進黨政治利益來踐踏民主
價值的工具；但果凍的外掛，是能國富民強的好外掛！

我，絕對是中華民國的 #最強外掛！相信郭台銘，台灣一定贏！

#相信郭台銘
ming
#能拚經濟就是好外掛

7/8-7/14晚上6點到9點半
電話民調 唯一支持 郭台銘

這是果凍的LINE，歡迎大家來交朋友～


快來訂閱果凍的Youtube頻道吧！





今天又聽張亞中與周錫瑋論述，好希望郭董能到，張教授的主張與點出國民黨沈痾，絕對
是郭董加分題，我也以為國民黨現在被民進黨設定的框架牽著走非常不利！   誰有能力
突破？郭董主導善用張亞中與周錫瑋倚天劍屠龍刀，這兩人論述與思維非常犀利，也唯有
郭董能如成吉思汗，用人唯才海納百川。


--
 ","Thu Jun 27 00:03:15 2019 ","Jun","00:03:15"
"[問卦] 發動無產階級革命就不用罷工了吧 ","
罷工事件似乎也將畫下句點

但小弟突然有個大膽的想法

如果在台灣發動無產階級革命

這樣是不是就不用再罷工了

所有勞動者都能得到公平合理的待遇

還請板友給小弟開示開示

--
 ","Thu Jun 27 00:03:37 2019 ","Jun","00:03:37"
"[新聞] 工輔法修法爭議 環團要求納落日條款 ","


1.媒體來源:


2.記者署名
陳佳鑫 彭耀祖 台北報導

3.完整新聞標題:
工輔法修法爭議 環團要求納落日條款

4.完整新聞內文:
立法院臨時會，針對爭議多時的《工廠管理輔導法》要拚完成三讀，不過環保團體批評，
行政院版本採就地輔導方法，無法解決相關農地問題，要求要。但全台臨時
工廠的業者，今天則是到立院舉行記者會，呼籲支持政院版。

喊著口號，希望立法院快點完成《工廠管理輔導法》的三讀，全台各地的臨時工廠業者上
午齊聚在立院，與綠委一起舉行記者會，呼籲朝野黨團支持政院版的工廠管理輔導
法草案，也環團要求納入20年的落日條款的主張。

全國臨時後廠登記聯盟召集人呂明炎表示，「對於環保團體不斷的指控，形容偷搶拐盜之
徒，表達嚴正的抗議，在此強調，。」高雄市田園工廠創新
協會理事長李榮坤也說，「如果說這個政府，也為了環團的這幾個標題能夠把我們幹掉的
話，。」

業者強調一旦修法通過，一定會接受輔導與納管，不過環保團體批評；採就地輔導方法，更無法解決農地破碎化等的問題。

地球公民基金會山林國土組專員吳其融指出，「真的要討論要怎麼合法，那我們能不能夠
更分類分級的去做，譬如說真的可以談就地合法的，我們認為是農林漁牧的這些加工可以
來談就地合法，但其他的部分，我們都還認為說它還是要有一定的規模，我要怎樣去做處
理，這是一個從產業的立場也好，好好去看的事情。」

由於綠委蔡培慧也提案20年的落日條款，呼應環團訴求，不過認為執行面有困難，
年限有待研議。而，上週朝野協商後未能達成共識
，本週不排除再開協商，。

5.完整新聞連結 (或短網址):


6.備註:
天佑台灣！

--
                                   06/27 00:12
 ","Thu Jun 27 00:03:45 2019 ","Jun","00:03:45"
"Re: [新聞] 「只會在天空端盤子」女醫師嗆爆空服員萬 ","
這說明說話是一門藝術
有頭有臉、擁有射精地位的人不要在公開場所講這種酸酸的大實話。

來分享我個人的觀察啦~純屬個案，非一竿子打翻全體長榮空中服務員。

家族有位驕縱任性的長榮空中服務員；
三歲的時候把大便拉在馬桶外，被媽媽拿著蒼蠅拍抽打；
考進長榮航空前念的是知名的新娘學校。

性格專長仗勢欺人，給她三分顏色就開染房！
任何家族聚會場合遇到她，一概無視──

她的親媽當年笑嘻嘻的要我去她家住一個暑假，
實際上是要我當褓姆照顧她，給她們家拖地、洗碗、端菜、曬衣服、丟垃圾。

要陪玩、要陪笑、要幫忙做家事；表面上誇我乖，實則物盡其用。
不間歇的騎到我頭頂上來，頻頻試探我的耐性。

心想還要再熬一個月，當面斥責她被她媽撞見，
她媽不但沒有當場機會教育她女兒，甚至對我心生怨懟。
大熱天的夜裡，你們一家舒爽的吹著冷氣呼呼大睡，
突如其來把我跟舍弟安排在一間沒有冷氣的書房，直到凌晨兩三點才睡著。

就妳女兒是孩子，我與舍弟不是孩子。
從此，我再也不相信『阿姑疼孫』這句話。

法國可凌駕孟子之上的Marcel Proust能夠因為一塊瑪德蓮，
寫出落落長的文學巨作；今天我也一樣！

長榮空中服務員罷工事件，就跟瑪德蓮一樣讓我想起這段往事；
這位帶有血緣關係的長榮空姐，目前也在罷工行列中(笑~)

祝福她：『不期、不待、不受傷害！』

人總是在失望過後，才會清醒人性的複雜，學會長大！不再驕縱任性。








本文純屬個案，不代表全體長榮空中服務員。







--

這一篇文章值 560 Ptt幣，謝謝長榮讓我有賺P幣的機會^0^~


我確定我在高端服務員眼中沒有射精地位，但你/妳確定我沒雞雞?

XD~


謝謝國文小老師~已改為『舍弟』~



 ","Thu Jun 27 00:04:21 2019 ","Jun","00:04:21"
"[問卦] 為什麼這麼多人買OPPO手機???? ","
我先承認果粉啦

但看身邊最近使用安卓的人

去續約都買 OPPO手機，說真的我以前還真沒聽過

安卓系統不是都一樣嗎，然後剛才GOOGLE查了一下

OPPO竟然在台市占還可以排第三(第1.蘋果第2.三星)...還比ASUS前面

有OPPO的八卦嗎??好像是中國品牌??

我覺得台灣ASUS感覺也沒比較差阿，為什麼打不贏OPPO?
--
 ","Thu Jun 27 00:04:56 2019 ","Jun","00:04:56"
"[問卦] 上站滿5000次該怎麼慶祝? ","
就在今舔

本魯終於上站滿5000次了

該怎麼慶祝這個值得紀念的日子才好勒?

每5樓發50P到200樓如何?

順便幹一下

黃甘霖下台!

--
  公眾場所勿點
 
 
 
 
 

--
  124.9.160.156 06/27 00:06
    1.171.88.85 06/27 00:06
   61.228.98.57 06/27 00:06
  61.231.92.156 06/27 00:07
  36.228.137.60 06/27 00:07
  209.58.188.43 06/27 00:07
101.137.161.229 06/27 00:08
  111.71.58.130 06/27 00:08
  42.74.216.205 06/27 00:08
 203.222.16.132 06/27 00:09
111.241.120.166 06/27 00:09
180.217.109.103 06/27 00:09
 125.230.209.90 06/27 00:09
 114.137.96.179 06/27 00:10
118.169.113.169 06/27 00:10
  36.232.30.227 06/27 00:11
 175.182.132.86 06/27 00:11
 123.192.113.41 06/27 00:12
    39.9.43.242 06/27 00:12
  211.20.90.229 06/27 00:13
 49.159.136.155 06/27 00:13
  1.174.131.108 06/27 00:14
   1.162.127.54 06/27 00:14
180.204.140.212 06/27 00:15
 110.50.169.160 06/27 00:15
  218.164.38.46 06/27 00:16
  39.10.233.145 06/27 00:16
180.217.187.101 06/27 00:17
 223.136.216.32 06/27 00:17
123.194.104.165 06/27 00:18
180.217.187.101 06/27 00:19
 180.177.115.73 06/27 00:20
 111.248.146.81 06/27 00:22
   111.71.7.152 06/27 00:23
  27.242.166.73 06/27 00:24
   111.71.7.152 06/27 00:26
 36.229.200.155 06/27 00:26
  61.231.61.151 06/27 00:28
 111.242.94.203 06/27 00:31
  114.137.241.0 06/27 00:35
 101.15.212.216 06/27 00:36

 ","Thu Jun 27 00:04:54 2019 ","Jun","00:04:54"
