"titles","texts","time.stamp","month","date"
"[新聞] 金城湖賞鳥區附近　遭倒廢棄物   ","
金城湖賞鳥區附近　遭倒廢棄物


新竹市金城湖賞鳥區附近1處私有地遭人傾倒廢棄土，地主向市議員田雅芳求助，市府表示
將會深入調查。（田雅芳提供）




中時記者陳育賢／新竹報導
04:10 2019/06/07

新竹市著名賞鳥地點「金城湖」附近一塊私有地，近年不斷遭人傾倒廢棄物，市議員田雅芳
表示，地主求助無門且報警無效只好向她陳情。市府則表示將會深入了解，若情形嚴重且不
改善將會移請地檢署偵辦。

田雅芳指出，金城湖附近有位地主多年前將土地租予他人，但之後發現該地遭不明人士傾倒
廢棄物，地主向她反映指稱求助無門，連報警都無效，經她發現該地地底有大量工業汙泥，
且有地下5層，地上還有高達3層樓的垃圾。


此外公道五橋下的「」用地近日整建開挖後，竟發現地下土方竟都是建築廢棄物與
垃圾，再者過去此地是火柴工廠，這也讓附近住戶非常擔心土地有無遭到汙染。當初此地點
是開發商捐給市府興建公園之用，要求市府檢測土壤並深入追查責任。

市長林智堅表示，相關單位對金城湖某地主土地遭人傾倒廢土案已有了解開罰，同時要求改
善，如不改善會將此案移請地檢署偵辦。另綠光公園用地案，因該地是建設公司於2008年捐
贈給市府，市府會依相關規定要求捐贈單位處理廢土。



--
                            ▓勇敢自信  世界同行▓

--
 ","Sat Jun  8 00:01:28 2019 ","Jun","8"
"Re: [爆卦] 黃國昌要給館長不分區立委館長拒絕 ","
其實館長真的可以出來選立委，

選區域的，不用不分區。

要我是時代力量，就請館長出來選新北第一選區，

也就是林口這區。

這區國民黨是洪孟楷，民進黨是呂孫綾。

兩個都是政二代，而且這兩個我覺得都滿不配當立委的。

但選民只能從兩個政二代選一個。

實在是太悲劇了。

時力要不要考慮叫館長出來選這區。

讓不想投政二代的有一個可以投的對象。

--
 ","Sat Jun  8 00:01:44 2019 ","Jun","8"
"[問卦] Rachel Mcadams 算是大嘴巴女神嗎？ ","
如題


她的嘴巴算很大吧？

不過跟一般人喜歡的櫻桃小嘴比起來別有一番風味呢！

笑起來好甜RRRRRRRRRR

Rachel Mcadams算是大嘴巴界的女神嗎？

有木有卦？

--
Emma Stone沒他大吧？
這個也很大，但是我覺得rachel比較正>.<
 ","Sat Jun  8 00:01:48 2019 ","Jun","8"
"[新聞] 挑戰一日主播遇大地震　邰智源SNG連線架 ","
1.媒體來源:
三立新聞網


2.記者署名
周楷、劉家偉


3.完整新聞標題:
挑戰一日主播遇大地震　邰智源SNG連線架式十足


4.完整新聞內文:

藝人邰智源的《一日系列》這一次來到三立新聞部，挑戰當一日記者和主播，結果才一上
工就被記者學姐下馬威，讓邰智源超級緊繃。但不只如此，邰智源甚至還遇上大地震，直
接跳脫原本設定的腳本，立刻被派去大樓傾斜現場採訪，超級刺激。邰智源也挑戰了主播
播報的工作，由三立主播廖芳潔親自指導播報，一播報結束，邰智源也忍不住大聲歡呼。

▲邰智源挑戰一日記者和主播。（圖／翻攝自木曜4超玩YouTube）

記者陳佳雯：「實習證拿好。」邰智源：「這麼快？」記者陳佳雯：「對啊。」

邰智源：「這麼快，沒有哈啦一下？」記者陳佳雯：「不用啦，先戴著，不然等下被抓走
。」

一開頭就被學姐下馬威，藝人邰智源一日系列，這一站來到三立電視新聞部，要挑戰當新
聞記者，只不過才剛開始就遇到突發狀況。

▲邰智源遇上大地震。（圖／翻攝自木曜4超玩YouTube）

「大地震，這很大，這很大，阿彌陀佛，阿彌陀佛。」休息到一半，突然驚天一搖發生大
地震，讓邰智源嚇得差點跌下椅子。

三立新聞部執行副總經黃彥怡：「你們現在誰在負責蒐網路啊？」三立新聞部編播中心經
理王若庭：「記者呢？有記者，沒畫面，好，了解。」

辦公室內，主管立刻緊急調度，全部人都動起來，邰智源也立刻被丟到長安東路大樓傾斜
現場，更直接SNG連線。

▲邰智源被派SNG連線。（圖／翻攝自木曜4超玩YouTube）

邰智源：「我們現在所在的地址是台北市長安東路二段。」第一次就架式十足，採訪完之
後，重頭戲就是寫稿了。

記者陳佳雯：「到時候完整地剪完…」邰智源：「別吵啦，我現在還沒寫完嘛，不重要了
你還要我寫。」記者陳佳雯：「你的抗壓性咧？」

一下筆就卡關，但不只寫稿，邰智源當然也要比照線上記者自己配音

▲邰智源採訪完後自己過音。（圖／翻攝自木曜4超玩YouTube）

邰智源：「今天下午1點01分發生在花蓮銅山的七級地震。」一完工滿臉得意，但表現得
好不好，當然要經過長官這一關。

三立新聞部執行副總經黃彥怡：「過音聽起來很像是那種國史館50週年的研討會。」三立
新聞部副總李天怡：「（災難新聞）通常語速是比較稍微要比平常又再急促一點。」

邰智源：「昨天可能是因為沒有吃飽。」三立新聞部執行副總經黃彥怡：「可是這不是吃
飽之後才過的音嗎？」

▲邰智源與新聞部長官開會。（圖／翻攝自木曜4超玩YouTube）

好啦，或許這對邰智源有點難，但沒關係，還有一日主播要挑戰。化妝還不小心睡著了，
而要播報前，順稿當然不能少。

「稍微調整一下你的語氣，今天下午的地震，台北市都感受到明顯地搖晃。」主播廖芳潔
親自出馬教邰智源怎麼播報，但究竟能不能過關呢？

▲主播廖芳潔指導邰智源播報。（圖／翻攝自木曜4超玩YouTube）

邰智源：「要去倫敦賣幾個輪胎呢？這個題目考驗你的靈機應變能力，我們看一下這則報
導。」

三立主播廖芳潔：「三立新聞主播圓夢計畫…」邰智源：「成功！我是主播邰智源，祝您
晚安。」

邰智源：「結束了嗎？」三立主播廖芳潔：「結束了結束了。」藝人邰智源：「耶！」

一播完全場大聲歡呼，終於完成挑戰，就連貼身學姐也感動落淚。透過一日系列，也讓觀
眾看到新聞人背後辛苦的一面。（整理：實習編輯蔣季容)

5.完整新聞連結 (或短網址):



6.備註:


--
 ","Sat Jun  8 00:02:06 2019 ","Jun","8"
"[爆卦] 北港朝天宮也被作文章了 ","


不囉唆直接上圖
連朝天宮的影片都剪成自己的宣傳片啦！

--
 ","Sat Jun  8 00:02:28 2019 ","Jun","8"
"[臉書] 陳為廷 ","
臉書卦點說明：（）
陳為廷生氣了
覺得國民黨根本不重視石虎保育
這樣也要擋
臉書連結：

3
ＦＢ內容：
石虎條例被苗縣議會國民黨封殺全記錄。

實際上已經算很寬鬆的自治條例，這樣也要擋，真的匪夷所思。







--
 ","Sat Jun  8 00:04:35 2019 ","Jun","8"
"[問卦] 這種天氣沒冷氣怎辦@@ ","
各位肥宅安安，
小弟我現在位於南部鄉下，
老家沒冷氣睡不著，怎麼辦@@
雖然有電扇，但還是好想死QQ









--
我決定再沖一次澡
 ","Sat Jun  8 00:04:52 2019 ","Jun","8"
"[新聞] 有簽協議不「黨內互打」？ 周錫瑋建議： ","
1.媒體來源:自由時報


2.記者署名


3.完整新聞標題:有簽協議不「黨內互打」？ 周錫瑋建議：要把中國人當自己人


4.完整新聞內文:
國民黨內總統初選參選人郭台銘、朱立倫、韓國瑜、周錫瑋以及張亞中都繳完了500萬的
選務費用，這5位將爭取國民黨內提名，周錫瑋在節目上爆料除了繳費用也繳了一張「承
諾書」，不會攻擊國民黨其他初選候選人，不然會受到嚴厲制裁。

國民黨總統初選候選人周錫瑋在「新聞深喉嚨」節目中指出，自己在繳交選務費用的同時
，也繳了一張承諾書，承諾在國民黨內會肯定競爭對手的優點，也不會攻擊對手，否則會
受到國民黨中央最嚴厲的制裁。

主持人在節目上表示郭台銘為了凸顯自己很厲害，做出帶國旗帽進白宮、提出從中國撤廠
等「破壞兩岸關係的小動作」，周錫瑋接著便表示國民黨所有要參選總統的人都要對兩岸
的政策很清楚，他同時建議「要把大陸人當自己人」。


5.完整新聞連結 (或短網址):



6.備註:台灣海峽沒加蓋

--
 ","Sat Jun  8 00:05:38 2019 ","Jun","8"
"[新聞] 南榮科大欠薪 工會籲教育部解散董事會 ","
1.媒體來源:
焦點事件

2.記者署名
侯百千

3.完整新聞標題:
南榮科大欠薪　高教工會籲教育部解散董事會

4.完整新聞內文:

下個（108）學年度將停招的台南市南榮科技大學，日前傳出以資金不足為由，積欠教師
薪資，5月份薪水至今仍未入帳，台灣高等教育產業工會與學校教師6月4日呼籲，教育部
應立即有具體作為，包括解散董事會，改派公益董事等，以保障師生權益。對此教育部表
示，已給南榮科大7月底為限，屆時要補足一億元經費，否則會令其停辦，如未改善欠薪
的情況，教育部也會依法罰款。

高教工會秘書長陳政亮表示，《私立學校法》第25條，教育部有權向法院聲請解散董事會
，保障師生權益；陳政亮說，目前校內還有1,650位學生、88位專任教師，教育部應協助
老師取回欠薪，並讓所有學生可以順利畢業。

陳政亮指出，過去南榮董事會曾經捲入「販賣學歷」醜聞，惡名在外，未來若持續放任董
事會胡來，屆時甚至可能讓「校產」變私產，如此一來也是全民受害，因此認為教育部應
該即刻介入處理。

他解釋，若教育部一直不介入處理，校方到時就會以沒有資金為由持續停招，甚至停辦，
除了大量老師將被資遣外，屆時更可能引入財團入主，將學校轉為如老人中心等更好營利
的機構，等於讓「校產變私產」，失去原先的公共性。

陳政亮說，過去永達技術學院已有由教育部依《私校法》第25條，聲請解散董事會，改派
公益董事，亞太創意技術學院也在董事不足額後，由法院依《私校法》第28條，選任臨時
董事的案例，絕非做不到，但問題是介入的時機都太慢，學校高層都已使校務廢弛，甚至
試圖轉手將校產掏空私有，難以避免教職員遭逼退或欠薪，學生遭逼強制轉學輟學等「退
場悲歌」，因此希望「南榮案」不該重蹈覆轍。

對此，教育部技職司專委柯今尉表示，依照《私校法》第25條規定，董事會必須符合違反
法令或捐助章程，導致學校無法正常運作等條件，教育部才能向法院聲請解除董事職務，
但目前南榮科大是缺乏資金，前校長黃聰亮販賣假學歷案，法院判決是判個人，沒有其他
董事會成員涉案，因此教育部目前難據此聲請解散董事會。

5.完整新聞連結 (或短網址):


6.備註:
私校退場是近幾年開始浮現的問題，
備受質疑的地方是，
雖然依《私校法》私校是「捐資成立的學校法人」，不是「誰的財產」，
但實際上校產的運作，仍高度掌握在校董會手上。

過去「辦學是門好生意」，現在會不會變成「私校退場是門好生意」？
這幾年私校退場程序走在前的有永達、亞太，
現在則是南榮科大。
在私校退場的路上，教育部依法有介入的空間，
就看教育部要不要做了。

--
 ","Sat Jun  8 00:06:04 2019 ","Jun","8"
"[問卦] 這是什麼蟲啊？ ","

如圖，剛看到還以為是蟑螂
但他會發出沙沙的聲音
現在考慮要不要把他攆出去
求解

--
 ","Sat Jun  8 00:06:38 2019 ","Jun","8"
