"titles","texts","time.stamp","month","date"
"[問卦] 新潟溫泉是不是很適合大姐姐去？ ","
是這樣的
如果要推薦去日本泡溫泉
因為是比自己的大的姊姊
所以應該選擇新瀉溫泉對吧?
除了日本民宿服務品質
更多的是優良的環境
以及清澈透明泉水
新瀉溫泉是不是很適合大姊姊們去呢?










































--
這個是闔家觀賞的節目
不能拿掉毛巾的
 ","Tue Jul  9 00:00:10 2019 ","Jul","9"
"[問卦] 半夜不睡覺一直在發 ","
如標題上所說的啦

半夜不睡覺一直在發廢文的人

到底是在想什麼

有沒有瓜啊

--


--
 ","Tue Jul  9 00:00:27 2019 ","Jul","9"
"Re: [問卦] 明明單身女>單身男 為何還 不婚？ ","
先想想台女認識台男的一些風險

交往期間

發現不適合分手   恐怖情人     die

通過第一關結婚後

雙方價值觀差距婆媳問題    家暴   die

這些都撐過

發現老公對女兒怪怪的    封口   die

怎麼想還是女方單身比較沒有生命上的風險

平常沒事還可以出國收集外國人的DNA

要是不小心中獎

還能有個混血孩子可以Po  Ig炫耀

利大於弊   你們說是不是

--
 ","Tue Jul  9 00:00:50 2019 ","Jul","9"
"[新聞] 大學生發文自稱刺殺韓粉 警追查要開罰 ","
大學生發文自稱刺殺韓粉 警追查要開罰



自由時報

〔記者陳建志／台中報導〕一名自稱是中部某大學的學生，6日晚上7點在Dcard社群網站
貼文表示「我剛剛真的把一個韓粉刺到躺在血泊中」，因為在國民黨總統民調前夕，引發
網友議論，不過警方調查後發現並無此事，該名發文者也在1小時後刪除貼文，警方表示
該名發文者言論已違反「社會秩序維護法」，將追查身分後訪查動機開罰。

一名自稱是中部某大學的學生，昨天晚上7點在大學生為主的Dcard社群網站貼文表示「我
知道大家都很想這麼做，但我剛剛真的把一個韓粉刺到躺在血泊中，不確定是否我會被通
緝」，文章一出引發網友議論，發文者雖在1小時後刪文，不過已遭網友擷圖。

太平分局偵查隊長陳俊彥表示，經查並無刺殺韓粉的案件，該名網友的言論屬不實言論，
已違反社會秩序維護法63條「散佈謠言，足以影響公共之安寧」，可處3日以下拘留或新
臺幣3萬元以下罰鍰，將請學校校安中心和Dcard社群網站管理者，協助調查發文者身分，
釐清發文動機依法處理。



--
 ","Tue Jul  9 00:00:57 2019 ","Jul","9"
"[問卦] 長榮若告輸會不會很沒面子 ","
長榮航空已經對發起罷工的工會和幹部提告，要求她們賠償這段罷工期間的損失，鄉民們也
都拍手叫好，倘若長榮挾著民意支持還告輸工會，會不會很丟臉，有沒有八卦？

--
你說的有道理
 ","Tue Jul  9 00:01:05 2019 ","Jul","9"
"Re: [問卦] 一餐超過多少算貴 ","
我交女友
這樣一餐500
我也花得下去
重點不是吃什麼
重點是跟誰吃。。。
還有怎麼吃
是不是愉快的
這樣
共勉。。。



--
 ","Tue Jul  9 00:03:19 2019 ","Jul","9"
"[新聞] 全球未來教育指數 芬蘭第1、台灣排名17 ","
全球未來教育指數 芬蘭第1、台灣排名17

曹晏郡 張梓嘉 台北報導
公視新聞網2019年7月8日



為培養學生有能力因應瞬息萬變的未來世代，有不少國家投入教育翻轉。根據英國經濟學人
智庫所公布的全球未來教育指數報告，最具有教育未來前瞻性的國家第一名是芬蘭，而亞洲
只有新加坡進入前十名，台灣則排名十七。

拿出學生專案報告，台北市五常國中的彈性課程讓同學能對校務、政策宣導等議題有更多想
像。108學年起，五常國中更首創未來教育實驗班，以英語、程式語言為主軸，每週12節課
，以培養學習力、思考力等未來必備能力。從七年級多元探索開始，陸續加入創新、實踐等
元素，培養人才。

台北市五常國中教務主任陳瀅如說明，「舉例來說，我現在12歲的小朋友，他未來出社會，
主要他在社會上走跳的時間可能是30歲。那我要能夠想像得到他這18年來需要什麼？我們是
幫他奠基礎，英語跟程式語言，這雙語、這兩個語言，其實是未來人才必備的能力。」

為讓學生有能力因應瞬息萬變的未來，不少國家開始投入教育翻轉。英國經濟學人智庫評比
全球50國教育效率，第一名是芬蘭，而亞洲只有新加坡進前十，台灣第十七名。主要指標考
量未來最需要的核心能力，像等項目為主，指出
和團隊合作能力是新世代能否脫穎而出的關鍵。而


台北教育大學教育及經營管理系副教授劉怡華認為，「從小到大我們好像都在追求一個單一
答案，少了讓小朋友、讓我們的學生有一個開放思考的空間。回應這個108課綱，素養導向
教學，轉型的機會是能夠讓老師們從課程改革去營造教室的氛圍。」

學者指出，教育轉型可以借鏡國外成功個案，看脈絡如何，再找台灣適合的方式。而學校端
不只要推動課程改革，還可以多舉辦親師會，讓更多家長參與、也給老師的專業有更多發聲
管道、互相溝通，這會是教育轉型必須做的事。






--
                            ▓勇敢自信  世界同行▓

--
感恩貼圖
==============
第一名 芬蘭

第二名 瑞士

第三名 紐西蘭

第十二 日本

第十三 智利

第十五 香港

第十六南韓
      :
      :

第三九 支那


英國經濟學人智庫
完整內容


realtw:野雞雜誌不意外
?
 ","Tue Jul  9 00:03:22 2019 ","Jul","9"
"[問卦] 薇閣是一間怎麼樣的學校？ ","
薇閣中學，由板橋林家的後代董事會買下

是許多高級外省人搶讀的名門學校

不像講台語的延平，只會死讀書

也不像講台語的漳和一樣，只會當8+9

從小更要學習金融、才藝等等貴族氣息的課程

優秀的外省人，平常都在上什麼課呢？會講台語嗎？

有沒有８卦？

--
 ","Tue Jul  9 00:03:27 2019 ","Jul","9"
"[問卦] 告別式擲筆有甚麼眉角沒有? ","
長官跟我說他們家有告別式簽名要擲筆的習俗

雖然本PO跟大部分台灣人一樣都沒有這個習俗

也不打算跟進

但為了對長官表示尊重跟敬意

等長官死掉後

去他告別式擲筆這點至少還是可以做得到的

請問去人家告別式擲筆有什麼眉角嗎?

要怎麼擲才能讓長官死掉後感受到誠意?

讓長官死得有尊嚴呢?

--

這個習俗是能造甚麼謠?


這個長官有示範


造了怎樣的謠能詳細說明一下嗎?


上面有提到本PO跟大多數台灣人一樣沒有這個習俗也不打算跟進

妳意思是妳們家是有這個習俗還是打算跟進嗎?

有的話本PO可以考慮去擲筆


樓上不在乎長官死活當然好

不想長官會死了不瞑目筆一定要擲好

 ","Tue Jul  9 00:03:42 2019 ","Jul","9"
"[問卦] 健身是國民運動嗎？ ","
每次認識新朋友時

每個都說自己興趣健身

怎興趣沒表現在身材上啊？

肥宅、肥婆還是路上滿街跑

敢說就要做到啊

是說健身房裡真的蠻多肥宅在練的

骨骼肌也很重 真D厲害

只可惜脂肪量更重 嘻嘻

你各位鄉民啊 都有在健身嗎？

--
哈哈哈哈 肌肉他馬的超難長啊啊啊
跟肥宅我瘦的差不多 不過我是一年從87到62
跑步瘦的 肌肉量少的可憐QQ
 ","Tue Jul  9 00:04:14 2019 ","Jul","9"
