"titles","texts","time.stamp","month","date"
"Re: [問卦] 香港一百萬人上街擋得住送中法案嗎? ","

你遊行就要聽你的？

法國黃背心上街燒車就要照他們的嗎？

還是長榮空服員上街就要照他們的？

上街是你的權利  愛上上  儘管上



一群人從下午喊燒到現在

沒看過幾個人去了解一下香港的政治制度結構啊

""中華人民共和國香港特別行政區基本法""

一切照制度來  這個條例必過

你不服  你可以移民  可以走啊

一國兩制本來就誰是中央政府  誰才說了算

共勉之！


--
 ","Mon Jun 10 00:00:18 2019 ","Jun","00:00:18"
"[問卦] 孫子兵法 是不是過譽了? ","

台巴子肥宅大家好

孫子兵法 號稱中國5000年軍事精華

結果中國怎麼沒有跟蒙古 大英帝國一樣征服世界?!

反而被西方洋鬼 跟孫子一樣打?!!

最近有個政治人物 說孫子兵法就是龜起來當龜孫?

什麼都不要講 小偷搶銀行 沒看到警察在後面

等腰三角形內褲理論? 上兵伐謀？

是不是要跟香港一樣 被直送新疆集中營都不要出聲音?!　恐怖喔？

有沒有孫子兵法　已經過譽的八卦

是不是會讓人的頭腦不清楚

傻傻的被殺被關？？！！


有掛？！


--
 ","Mon Jun 10 00:00:54 2019 ","Jun","00:00:54"
"Re: [問卦] 如果中國拿香港換台灣，美國換不換？ ","
你知道金融是虛的嗎?

中國很多城市可以很快取代香港

香港再過幾年後,也沒金融了

等於香港甚麼都沒有

現在中國推出了一堆計畫,慢慢的就是要將香港拭微

你把香港當作中國旁邊的一塊小領地

一點也不重要

這樣你就可以理解了


另外

台灣有國防,有工業,有科技 這都是香港沒有的

沒有白癡會拿台灣換香港

因為差太多了



--
 ","Mon Jun 10 00:00:58 2019 ","Jun","00:00:58"
"[問卦] 揮舞英國旗的阿婆 ","
香港反送中的阿婆一人戰力破表
只聽懂釋放政治犯
阿婆有港魂精神
如果阿婆出事是不是代表暴動的開始？

--
 ","Mon Jun 10 00:01:01 2019 ","Jun","00:01:01"
"Re: [問卦] 美國是不是關鍵時刻會再出賣台灣? ","


我是說

台灣不是不能賣啦

但是地球上有誰買得起的？

誰可以幫我舉例一下？

還是常年跟美國合作的外星人對台灣有興趣？
-----
Sent from JPTT on my iPhone

--
 ","Mon Jun 10 00:01:39 2019 ","Jun","00:01:39"
"[問卦] 100W人 如果能死 居住空間就出來了？ ","

香港

地狹人稠 居住大不易

如果r

能一次死個100萬人

是不是居住空間就出來了 剩下來的人住的就舒服多了？

--
對啊 一次少15%的人 剩下的人爽爽住豪宅
 ","Mon Jun 10 00:01:43 2019 ","Jun","00:01:43"
"Re: [問卦]香港人看不起台灣人的說法到底是從哪裡來 ","
如前面有人說的

人都是自己痛過才會想要站到受害者那邊看看
香港跟台灣的狀況  也不用原po在那邊澄清就覺得都是五毛挑撥的
正常台灣人都感受的到那種狀況  其實說難聽一點
連台灣人都覺得香港人高台灣人一等
不過那都是英治時期了

等到回歸之後  香港每況愈下就不用說了
這個時候才知道要找台灣聯合作戰也不算晚

當年太陽花時期  就有一些文我看了也不太舒服
就是香港誰誰也挺台灣怎樣  香港誰誰也認同台灣怎樣

我就搞不清楚  明明台灣當時的自由民主地位跟狀況就是比香港好
怎麼會需要去香港人來認同台灣什麼  是不是搞錯了什麼

現在90後的身段低我很能理解  但是現在現在還在外面走跳的都不是90後的
還是那個時代的老人阿

給你參考

--
知道在同一艘船上阿

每次看到新聞說香港誰誰到台灣來生活覺得很好很好
我就覺得莫名其妙  投奔自由是哪裡不好還需要特稿
 ","Mon Jun 10 00:01:57 2019 ","Jun","00:01:57"
"[問卦] 屈原時代的楚國跟現在台灣很像的八卦? ","
大家端午粽子節快樂(雖然已經過了)

其實從6/1到今天  短短不到10天就有很多重大新聞

本魯看著看著覺得有點疲勞  某個禿子的鏡頭實在太多了

所以就乾脆應景的去看屈原的故事

結果發現當時的狀況跟台灣現在好像阿......


屈原曾是楚國兼管內政外交的重要官員。但他的改革精神和措施，卻招來了楚國貴族大臣
們的反對和嫉妒。反對者的代表就是楚懷王的寵妃鄭袖、兒子子蘭和上官大夫靳尚。
這批人只想維護自己的貴族特權，而忽略了國家的長遠利益。他們整天圍在楚懷王身邊
，左右懷王的言行。楚懷王，聽信了讒言，漸漸疏遠了屈原。


這些貴族是現在台灣的誰呢?


楚懷王十六年（前313年），為了破楚、齊聯盟，秦國派張儀帶了很多銀錢到楚國活動。
張儀賄賂了楚國的一批權貴寵臣，又欺騙楚王說：「楚國如果能和齊國絕交，秦國願意獻
出商、於一帶六百多里土地。」利令智昏的楚懷王聽信了張儀的話，就把相印授予張
儀，封張儀為相；貪圖六百里的商、於之地，真的和齊國斷絕了合縱之盟；還派人跟張儀
去秦國受地。張儀回秦國後裝病，三個月不見楚使。懷王還以為是張儀怪他絕齊不夠堅決
，又派人去辱罵齊王一通。齊王大怒，斷絕了和楚的合縱。這時張儀才出面對楚使說：
「您為什麼不接受土地呢？從某地到某地，長寬六里。」六百里變成了六里，楚使很生氣
，歸報懷王，懷王大怒，先後兩次興師伐秦，結果都被秦打敗，喪失八萬軍隊，大將軍等
70餘人被秦軍俘虜，還被佔去漢中大片土地。


秦國對應到現在是哪個國家呢?齊國又是哪一個國家?
現在的張儀是誰?智障楚懷王又是誰?


前303年，楚懷王二十六年，齊、韓、魏三國攻楚，聲討楚違背縱約。楚向秦求救，還把
太子送到秦國作人質。......前299年，秦又攻楚，取楚八城。趁這形勢，秦昭襄王
「邀請」懷王在武關相會。屈原此時已從漢北的流放地返回，和昭雎等一起，力勸懷王不
要赴會，說：「秦，虎狼之國，不可信，不如無行。」可懷王的幼子子蘭怕失去秦王歡心
，竭力慫恿懷王前去。結果懷王一入武關，就被秦軍扣留，劫往咸陽，要脅他割讓巫郡和
黔中郡。楚懷王被劫往咸陽，楚由齊迎歸太子橫立為頃襄王，公子子蘭為令尹，不肯向秦
割讓土地，秦又發兵攻楚，大敗楚軍，斬首5萬，取十六城。前296年，頃襄王三年，懷王
死於秦國，秦國將他的屍體送回楚國安葬。楚國人都憐憫他，如同哀悼自己的父母兄弟。
諸侯由此認為秦國不義。秦國、楚國斷絕交往。


韓跟魏對應現代會是哪些國家?子蘭這個比懷王還智障的小孬孬出的餿主意
因為怕秦王不爽  所以就一直提議做一些""會讓秦國爽的事""  結果直接害自己老爸被抓
子蘭又是現在台灣的誰呢?
但是很好笑  楚懷王被抓了  下一任楚頃襄王還要繼續孬


前293年，頃襄王六年，秦國派白起前往伊闕攻打韓國，取得重大勝利，斬首24萬。秦國
於是送給楚王書信說：「楚國背叛秦國，秦國準備率領諸侯討伐楚國，決一勝負。希望您
整頓士卒，得以痛快地一戰。」楚頃襄王很憂慮，就謀劃再與秦國講和。屈原來說是絕對
不能容忍的。他和楚國人民一樣，一方面責怪子蘭不該勸懷王入秦，以至使懷王死在秦國
，又責怪他不該慫恿頃襄王向秦國屈膝投降。這對子蘭形成了威脅，於是子蘭指使靳尚到
頃襄王面前進讒，使屈原第二次被流放到南方的荒僻地區。從頃襄王六年到十八年，楚國
基本上被秦國掌握，俯首聽命，不敢動彈。屈原對此痛心疾首，卻又無能為力，眼看著
國勢日弱，民生多艱，只好以詩歌來抒發自己憂國憂民的心情。


台灣有多少人的心情像屈原一樣呢?我不知道  應該是很多吧  但是智障更多


最後的結局大家都知道了，屈原投汨羅江自盡，時間約為前278年6月6日，
頃襄王二十一年，當時屈原62歲左右。直至55年後的前223年，楚國被秦所滅。


以上資料取自於歪G百科
看到故事的最後  本魯一邊吃著粽子  一邊冒著冷汗
再把眼光轉到電視那堆亂七八糟的宗痛選舉新聞  覺得歷史重演的機率高達87%阿

--
 ","Mon Jun 10 00:03:13 2019 ","Jun","00:03:13"
"Re: [問卦] 柴契爾為何見到鄧小平就跪趴？ ","

事實上至今仍是如此,

港澳身份者只要在台灣住一至兩年, 就可以取得居留證, 之後就可以申請戶籍,
拿台灣身份證&護照.

(想想外國人要在台灣拿永居權有多困難)

礙國同心會那群支那仔有些就是這樣拿到台灣身份證的,
儘管這些人是受北京某些團體資助的.

--
 ","Mon Jun 10 00:03:27 2019 ","Jun","00:03:27"
"[問卦] 魔力紅怎麼了 ","


剛在水管看到魔力紅最近在Capital FM表演Girls Like You

撇開凌亂的鬍子 墨鏡(在表演前嗑藥遮眼睛<U+A129>

Adam唱歌沒力又忘詞

連音軌的Cardi B都大勝了

有沒有人知道他發生什麼事了

--
 ","Mon Jun 10 00:03:26 2019 ","Jun","00:03:26"
