"titles","texts","time.stamp","month","date"
"[問卦] 華語樂壇最早玩rap的歌手是誰？ ","
台灣這邊的查一查，好像是庾澄慶的報告班長最早

有沒有最早玩說唱的華人歌手八卦？

--
 ","Sun Jun 30 00:00:27 2019 ","Jun","00:00:27"
"[問卦]慟！這是什麼大螞蟻！？ ","
晚安安 八卦版的昆蟲專家們

是這樣的啦

我姐在房間抓到一直大螞蟻

不知道是什麼鬼

妳各位幫忙鑑定一下好嗎




--

好像很厲害，但我姐在房間找到的

他現在要死要死的樣子 不太走路

不是耶 家裡後面是有小花圃
但周邊其實蠻市區的

遠一點是有稻田就是了

原來是會走動的百元大鈔,不過會出現在房間裡面還真是百思不得其解

感謝k大這麼用心幫忙找資料

在這裡代替我姐表示他的謝意

目前先用果糖好生養著

有機會踏青在找個好地方放生

我也是得到這個結論

可能是自己飛來的XDD

來者是客

是說希望哪天有小橘貓來作客就是了..
 ","Sun Jun 30 00:00:29 2019 ","Jun","00:00:29"
"Re: [問卦] 星宇航空是不是大有可為了 ","

首先，不要說王子復仇記
（好啦，我有去 google 一下，這是星宇老總公開說的；尊重他吧！
  不信自己再去 google 一下）

說復仇，是說他爬起來，狠狠修理以前對他不好的人
可是人到一個程度以上，講究的不是復仇
而是'沒有永遠的朋友，也沒有永遠的敵人；看當下的利益'
比如堅持反共的國民黨現在和老共也一搭一唱，就是個例子

星宇那邊說，他是 king,不是王子
而且不排除和國內航空合作的機會
國內合作，一起打國外

他這是很務實的

------------------------

長榮又不是只有空運
如果利益分配規劃得宜
把空運結束，順勢倒給星宇
大家以為星宇賺到，你又怎麼知道長榮不是也很高興？

------------------------

勞方不爽不要做，有本事就跳
我在科技業的討論串裡看到這些說法
講得好像科技業比起空姐有很大不同
所以不爽就跳...

其實勞方有一個很吃虧的地方，就是年資
你跳，年資就歸零啦～
之前我們公司就有一個比我資深的跳出去，做一陣子不滿意又跳回來
公司對他是不錯的，讓他官復原職
不過每年特休我有十四天，他才七天
好啦，幾天特休小事，想放假就自己請事假，不差那幾天薪水
可是如果公司要資譴他和我呢？
我年資十六年，他算一年喔！
他當初自己要跳出去的，所以沒資譴可拿

------------------------

有人說，星宇不接受罷工的
我個人認為，接受也沒差

因為假設在長榮罷工的是年資二十年
我要火他，就得出二十年資譴費
（或者曠工就有理由不給？那這裡談判應該會有趣）

可是這老員工進星宇，就年資歸零
再罷，我絕對不留情的砍
因為一年兩年的年資發起資譴沒什麼數字可言

------------------------

順便說一下我媽公司
她做車床，沒什麼競爭力
如果有爬我文章的朋友還會看到
老闆娘拉保險，要我媽簽，我媽不敢不簽
所以我媽拿最低薪資，但又被老闆娘拉了保險繳回去，變成跑不掉的客戶
薪水事實上是打了折的

老媽很認真，都全勤，一幹數十年就快退休了
公司多久她就多久
結果公司在二十多年時結束營業，過陣子原地重開
舊員工全部資譴重面試

公平的是資譴費有給，但這樣就不必發退休金了
然後全部員工年資歸零

這裡划不划算就是個數學計算了
但主導權在老闆手裡
他當然是算過划算才會關門重開的

-------------------------

長榮如果全倒給星宇，資譴是要給
但這就好像關門重開（雖然老闆不是同一個）
這些員工可是年資歸零啊..









--

空姐都比我年輕是嗎？
我都有十幾年在舊制裡了
另外新制的'年資跟著跑'是很好沒錯；僅限某些項目

資譴費這種事的年資沒跟著跑啊
特休幾年的計算也沒有啊

不然你長榮二十年，自行跳槽改去星宇一年
請問你被火時算幾年的被火？
請問你特休算一年年資還是算二十年年資？


我重點不在資方，而在勞方
我當過二十多年的勞方，應該不算鍵盤鄉民


今天公司如果偷偷塞給工會幹部好處，但要他們把兩千人的聲音壓下去
那又如何？
本來就很好分化..

何為勞方何為資方，我常覺得很難劃
好處拿到一定程度，應該就改叫資方了

我們公司有福委會，大家都不想當福委，要用選舉把人推上那個位置
有一次選到主管，後來主管說他不能被選，因為他有資方色彩

我們當然很想選他啦，因為主管當福委就代表聚餐經費無上限了
缺的都他補 XDDDD
（就像尾牙抽獎，主管抽中會喊捐出來一樣）
 ","Sun Jun 30 00:00:48 2019 ","Jun","00:00:48"
"Re: [爆卦] 中國要開始著手制定""翻牆罪""惹 ","

只有小弟看到這則新聞開心不出來嗎

五毛還是照樣翻牆去各大論壇亂洨帶風向

反觀理性中國人沒辦法翻出來看看外面的世界

無法把僅存一點外頭的資訊帶回國內

這樣怎麼會是中共德政呢


-----
Sent from JPTT on my iPhone

--
 ","Sun Jun 30 00:00:50 2019 ","Jun","00:00:50"
"[新聞] 台裔美國總統參選人　楊安澤與拜登同台 ","
台裔美國總統參選人　楊安澤與拜登同台辯論

TVBS
記者 倪嘉徽 / 攝影 黃崧浦 報導

 2019/06/28 18:24

美國NBC轉播的民主黨黨內初選首場辯論，楊安澤和前副總統拜登同場，雖然楊安澤沒
有太多發言機會，不過還是有趁機宣傳他每人每個月1000美元自由紅利的政見，楊安澤創業
家背景讓他在這場選戰有不同於傳統的做法，他把自己當新創公司推銷在網路世界大紅。

前美國副總統拜登：「打敗川普！」

美國參議員桑德斯：「我們不能走回頭路！」

前創業家楊安澤：「我會是那個在2020打敗川普的人！」

楊安澤現年44歲，在2017年十一月宣布參選民主黨黨內初選，
不過知名度不高、主流媒體對他沒興趣，但現在不一樣。

楊安澤上遍美國媒體華盛頓郵報、紐約時報專文介紹他，一篇標題「路人甲選總統」，一篇
「為什麼楊安澤重要」顯示楊安澤從一開始的不被看好，到現在累積出他的影響力。

民主黨總統參選人楊安澤：「所以我們透過Podcast以及另類媒體，和美國民眾溝通，當然
我的創業背景就派上用場，現在我們在，主流媒體也跟上流行，樂於邀我上節
目。」

不走傳統路線楊安澤的競選團隊懂得跟
。

華裔美國人艾瑞克：「老實說，我認為我目前就是支持楊安澤，主要是因為他是唯一讓我對
政治感到興奮的候選人，我也有研究其他候選人，但楊安澤是我第一選擇。」

民主黨總統參選人楊安澤：「嘿！楊幫！是我楊安澤！」

楊安澤在社群網站上的募款廣告展現創業家風格，用一面白板做簡報說明目前進度、再設下
第二季目標。

民主黨總統參選人楊安澤：「謝謝你們，楊幫！我們一起讓這成真，第二季，350萬美元，
白宮！這就是MATH(讓美國用力思考)！」

楊安澤競選官網上的政見有106個包括免費婚姻諮詢、廢除一分美元的銅板、全民健保、限
制大法官以及國會議員的任期等，而最有名的是這個。

民主黨總統參選人楊安澤：「有一個亞裔出來選總統，他要給每個人每個月1000美元，以上
都是真的。」

滿18歲的美國人每人每個月可以領1000美元的自由紅利，以因應人工智慧和自動化對就業市
場帶來的衝擊。

楊安澤支持者AJ：「很多人在未來十年會失業，但其他候選人都沒準備要面對這個問題。」

TVBS特派記者倪嘉徽：「要入主白宮不容易，楊安澤想要在民主黨黨內初選勝出機會也不大
，不過以一個政治門外漢，能夠把他的理念跟更多人分享甚至獲得認同，確實不容易。」

楊安澤站上民主黨首輪辯論舞台跟他同台的包括一位前副總統、四位參議員、一位前州長、
一位眾議員以及一位市長。

民主黨總統參選人楊安澤：「在美國，我們可以做得這麼成功，但我們不被允許變得更加成
功，但有一個很棒的方法可以做出改變，就是讓一個亞裔美國人不止站上辯論舞台，還要在
2020年一路把他送進白宮，讓我們一起實現這件事！」


延伸閱讀





--
真道理性▓真賣臺灣                                           中資入侵▓終滋入侵

--
 ","Sun Jun 30 00:01:15 2019 ","Jun","00:01:15"
"[問卦] 陳老師比LEO王強為啥沒得金曲獎？ ","




這是LEO王



同樣的beat，這是陳老師

很明顯比詞比flow 陳老師都 >>>>>>> LEO王
而且陳老師敢直接灌林俊傑一拳 LEO王不敢

為啥得金曲獎的是LEO王
不是陳老師 ???????
金曲評審是不是都外行？？？

--
真的 陳老師 >>>>>> LEO

 ","Sun Jun 30 00:02:52 2019 ","Jun","00:02:52"
"[問卦] 有沒有晶片卡很耐操的卦? ","

安安

打給後

小弟剛滑著FB赫然發現

Maple Story骯賴 14周年慶開跑了

心血來潮想起我塵封已久的瘋子谷

於是翻出PLAY SAFE卡一插

還可以正常登入! o'_'o

晶片卡怎麼可以操這麼久呢

有沒有卦

啊對了有人也是用這張緞肥卡嗎



當初練在緞肥也就找了一樣的卡

只是現在沒有緞肥伺服器了QAQ


--
性感女僕的料理日常

QAQ

香蕉齁甲謀


--
 ","Sun Jun 30 00:03:55 2019 ","Jun","00:03:55"
"[問卦] 舔中藝人為什麼不集體輸誠 ","
為什麼舔中藝人
不集體出來說
我是中國人
我想要中國國籍
他們需要的是12億人的市場
2100萬的台灣根本是個鳥
那他們眷戀台灣什麼
有卦

--
 ","Sun Jun 30 00:03:59 2019 ","Jun","00:03:59"
"Re: [問卦] 饒舌/Rap/說唱藝人能算歌手嗎 ","
因為普遍大眾認識的嘻哈歌手或團體
比如熱X或數字團
大家誤以為嘻哈就是這樣
唱數來寶或8+9電音
嘻哈世界其實很廣大


--
 ","Sun Jun 30 00:04:45 2019 ","Jun","00:04:45"
"Re: [新聞] 長榮宣布協商破局！「勞資無共識，無法 ","
觀望許久, 還是想提供一點個人建言.
希望PTT版上的空姐及空姐親友參考看看.

先說小魯是領薪水的白領,
絕對支持藉由罷工提升勞權.

但, 因為勞工相挺就所有罷工都是對的嗎?
那跟眼中只有藍綠沒有是非的喜憨兒有什麼不同?

想提升勞權, 就不應該支持錯誤的罷工,
無腦的罷工對勞權提升反而是一種傷害.

換種說法, 就是隊友一直送頭, 還被路邊記者擊殺,
這時候跟著他一起下水餃不是義氣, 只是不想贏而已.
投票把豬隊友踢掉, 重整旗鼓才有贏的機會.

這場看起來輸定了, 但以後還想贏的話
請各位空姐及空姐的親友們認清誰是空服員的豬隊友.


坦白說, 很明顯就是你們的工會.


從一開始罷工的主軸就很混亂,
相信到現在罷工快十天了, 大多數人還是不知道罷工主軸是什麼.
到底是要控訴長榮威權, 還是抗議空服過勞, 還是要求加薪?

我看其實都不是. 綜觀一開始的八項訴求,
會發現有四項半是為了壯大公會.
個人大膽推論,
其實這場罷工就是工會幹部綁架單純的空姐對抗公司
藉機提升工會及工會幹部的地位而已. (然後出來選立委?!)
但是這個目的又不好直接說,
所以自然顯得主軸模糊, 訴求不清了.


要控訴長榮威權, 結果工會表現的比公司更威權, 更霸道.

要抗議空服過勞, 結果對於過勞航線幾乎不提.

要求加薪, 卻提個很奇怪的日支費,
個人覺得要求加薪很合理, 絕不能說是貪婪.
薪水本來就是靠跟資方對抗出來的,
期待善良資方主動分享利潤在台灣通常是行不通的.
但是, 靠日支費加薪就有點名不正言不順.
因為, 定義上日支費不是薪水,
雖然進到戶頭感覺很像薪水, 日支費本質上是一種津貼,
是對於員工因為出差在外地生活所需的補償.
既然是補償, 金額就是對應需求來決定,
所以, 資方才會一直問計算的標準是什麼.
要加薪, 談的應該是飛行加給或是直接加底薪吧?!

而談判時的策略也是莫名其妙,
在該說之以理的日支費上動之以情,
在該動之以情的威權過勞方面又都籠統帶過.
然後又常常提長榮得獎無數, 提醒大家是長榮家好公司??
這幾天臉書出現的巴黎故事跟離職20年空姐的控訴,
如果是真的的話, 就是控訴無良資方很好的案例.
工會整理個十幾二十個這種案例,
不就很容易得到社會的支持嗎?
每次都說案例很多, 又不舉出來,
只會說勞工挺勞工, 這叫鄉民怎麼支持?

總而言之,
這次罷工中工會只展現了十足的霸道,
真正該做部分 訴求混亂不清, 邏輯能力低落, 論述表現差勁
而且顏值又不佳.
最重要的是, 究竟爭的是空服員的福利還是工會幹部的權利,
令人十分的懷疑.


小魯本人真心希望所有勞工的權利都能持續提升,都能發大財.
所以, 懇請空姊及親友們冷靜下來想想,
這次爭的是什麼??
會不會, 成為工會跟公司對抗下的犧牲品,
或是成為特定人選立委的踏腳石.
不要只是一腔熱血的被人賣掉了.

--
 ","Sun Jun 30 00:05:26 2019 ","Jun","00:05:26"
