"titles","texts","time.stamp","month","date"
"Re: [問卦] 綠能發電大成功是不是傷了擁核仔的心? ","

我簽名檔裡所有的照片，

都可以用google以圖搜索，

找到所對應的核災難事故。


影片也都可以找到其他可以互相佐證的資料。


真正造謠的，

其實是無法面對核災難恐怖事實的擁核仔。


就跟以車諾比核災做背景的HBO影集，核爆家園，

裡面的蘇聯共產黨官員一樣，

明明親眼看到核電廠爆炸了，

卻要騙自己是假的，

是眼睛業障重。


明明核輻射偵測儀的數值已經爆表，

卻還要騙長官下屬：

『不算很好，也不算太遭』，

最後導致數萬居民延誤疏散，無辜受害。


小弟最近在ｐｔｔ揭發核電利益集團的謊言，

自然會成為核電幫土條眾的眼中釘，

我知道他們會用allpost跟蹤我的軌跡，

到處檢舉我的簽名檔造謠，

拐騙懶得搜尋事實的版主桶小弟，

這方面我確實難以抗衡有龐大組織資源在背後支撐的核電幫。


但是也正如核爆家園影集裡，

揭發蘇聯謊言，

向世界公布車諾比核災事實慘狀的科學家，Legasov，

最後上吊前所自問自答的：

『謊言的代價是什麼？

不是對謊言信以為真，

真正危險的是，

聽了太多的謊言以後，

我們再也無法分辨清楚事實的真假』。


老實講，

我也很好奇那些，

會聽信土條眾所謂：

『氫爆不等於核爆，所以福島核災不是爆炸』。

這套亞利安星球邏輯的擁核仔，

到底都是那些學校畢業的神童。


--
：　
台灣就真的變畸形兒鬼島了： 

福島核能爆炸全錄像：
更多車諾比核災的畸形兒：


--

如果核電廠安全性的真相，

真的是如全世界核電利益集團說的那樣完美，

那我跟你講，

這世界就根本不應該有三哩島、車諾比、福島核災的存在，

ＨＢＯ也根本不會有核爆家園這部影集可以拍。

 ","Thu Jul  4 00:00:40 2019 ","Jul","4"
"Re: [問卦] 為何台灣的薪資這麼可悲 ","
台灣企業模式 會賺的只有兩種
1.電子業
2.代理商

1.
得到歐美授權技術轉移
做組裝 做品管 做測試
但是其實毛利很低
RD工程師薪水高 但其實也是犧牲生活品質換來的
最後工作都是routine浪費生命
消耗一批工程師再換一批

2.
這個就是卡好先機
靠代理營利
日幣當台幣賣
便宜貨還在海上


不管1或2
台灣的老闆賺錢之後就會偏安了
整天吹自己多厲害 草創多刻苦
結果企業也永遠停留在草創等級
想引入外國經理人多半都看不起 覺得這是過時智障經營方式
通常老闆們還是沾沾自喜

從事研發或轉型的不多
永遠靠吃老本cost down生存
所以面對支那崛起不是抱大腿 就是整天吹中國多強
結果就是企業越來越沒競爭力
經營模式還被中國學去


要嘛就是把賺得錢拿去搞房地產炒房(悲哀的是台灣炒房賺錢最快)
員工? 提升薪水?
拜託你不幹還有別人幹 消耗品而已

--
 ","Thu Jul  4 00:00:50 2019 ","Jul","4"
"Re: [問卦] 歐洲的騙子跟台灣詐騙集團哪個厲害？ ","
今日歐元：台幣 = 1 ：35.xxx

歐洲的騙子伎倆很簡單

在觀光景點拿鴿子飼料給你，要你收下

你一碰到飼料的瞬間，立馬跟你要50歐

地上丟一堆A4紙印出來的彩色圖片，

趁你走過去時，故意讓你踩到

踩到瞬間，立刻來幾個黑人跟你說這是珍貴藝術畫要付100歐

嗯嗯，大guy是這樣


--
 ","Thu Jul  4 00:00:53 2019 ","Jul","4"
"Re: [新聞] 韓國瑜:降低營所稅 讓企業主給勞工加薪 ","
涓滴經濟學在美國曾經流行過一段日子
後來世界各地實證證明
根本沒用
所以才有攻佔華爾街的抗議活動


--
 ","Thu Jul  4 00:01:00 2019 ","Jul","4"
"[問卦] 趁現在fb發自己小g照應該沒人發現吧 ","
fb ig現在都掛了，傳照片都看不到

那我現在偷傳我的小gg照應該也不會有人發現吧嘻嘻


--


恭喜五樓，歡迎加入小gg行列嘻嘻
 ","Thu Jul  4 00:01:43 2019 ","Jul","4"
"[問卦] 拳王跟館長之戰賠率出來了嗎? ","
拳王跟館長比武

是一場純格鬥無關政治不用管愛不愛國賣不賣台的運動盛宴

不過拳王流出的影片看起來弱弱的

而館長飯吃比較多漢草也比人家好

賠率肯定不會很高

到底拳王跟館長之戰

賠率開出來了沒有?

賠率多少才合理?

--
 ","Thu Jul  4 00:02:05 2019 ","Jul","4"
"Re: [問卦] 禁用吸管身邊有人抱怨嗎？ ","
幹他媽的一堆垃圾店家
7/1不是只禁內用習慣嗎？
他媽的一堆連鎖開始不給是怎樣？
什麼不會啦 省成本跑第一

不是限塑不好
只是偉大政府只會禁
卻不去管回收物品追蹤
也不去管台灣有沒有垃圾進海洋
看到海龜鼻孔有吸管馬上禁
什麼時候海龜鼻孔可以有農地工廠？

反正禁止最快最方便
一禁止 數字馬上好看
要求廠商花錢做些什麼？
不存在的

在台灣 底層賤民就是給我乖乖聽話
我叫你幹麻你就幹麻。垃圾

--


菸商很硬的 沒看電子菸都被搞了

看到店家寫的公告真的無言，人家禁內用，店家自動不給，還好手搖還沒遇到這種
 ","Thu Jul  4 00:02:50 2019 ","Jul","4"
"Re: [新聞] 小強真的殺不死！蟑螂抗藥性變強 殺蟲劑 ","
這樣下去可能會很麻煩

用殺蟲劑結果變成殺蟲劑無用

以後用洗碗精噴，噴久了洗碗精無用

以後用拖鞋打，拖鞋無用，用踩的，踩也無用，噴火噴久了也無用，水淹也無用

最後蟑螂可能會變成哥吉拉，那就需要出動鹹蛋超人才行了

好！那就跟日本統一，因為日本有鹹蛋超人，論破

--

日本統一陣線：


--
 ","Thu Jul  4 00:02:59 2019 ","Jul","4"
"Re: [新聞] 柯文哲為發言遭改火大 自由時報：錯植 ","
最爆笑的是什麼知道嗎？
今天一整天吉娃娃在那邊說文解字說沒差阿  意思一樣阿
柯闢柯糞自己才有問題

結果下午就被豬油打臉  豬油打臉吉娃娃
這畫面多美好

豬油也知道玩太大了  笑死



--
 ","Thu Jul  4 00:03:12 2019 ","Jul","4"
"Re: [問卦] 為何台灣的薪資這麼可悲 ","
有自己煮飯的人都知道

根本不會比買外食便宜多少

如果算上水電瓦斯 和買菜做菜料理的隱含時間成本

完全划不來

在國外讀書幾乎都自己煮

因為餐廳貴太多了

但是台灣卻有不少家庭 完全不開火


鬼島就是這樣 人力太廉價

所以才有這麼便利的生活

便利商店才能24小時營業又開到密度世界第一

因為工資太便宜阿


我家附近的早餐店有夠便宜

蛋餅十幾年來都15元還屹立不搖

但他們店裡員工都是外勞或親戚家人自己來做

薪資一定科科

所以南部別再自豪物價低啦

都靠無視勞基法堆出來的


就看鬼島人想要高薪資

然後物價大幅上漲  生活變很不便利

還是像現在 低薪血汗 但上餐廳很便宜 生活又很便利

--
 ","Thu Jul  4 00:03:17 2019 ","Jul","4"
