"titles","texts","time.stamp","month","date"
"[問卦] 京都縱火犯484打臉 叫大家看與惡的覺青? ","

如題

覺青整天說要研究 犯人阿  才能預防犯罪

嗯.....

是能研究個什麼鬼東西喔  是要怎麼預防偏激的人?


這世上就是有很偏激的人


還什麼修復式司法  你的家人被燒死

你會想跟縱火犯見面  修復你的悲傷?




京都縱火犯484直接打臉 叫大家看與惡的覺青?

--
是喔  那怎麼沒有預防這次事件發生?
前幾個月 日本才發生刺殺幼童事件  現在又發生無差別縱火
很難讓人認同.....
所以就是沒辦法預防
 ","Fri Jul 19 00:01:11 2019 ","Jul","00:01:11"
"[問卦] 有沒有小孩要怎麼培養的八卦 ","
我發現女兒好像有預知能力耶
要怎麼培養才能讓他發展到可以猜出樂透號碼呢?
爸爸沒有超能力不知道怎麼訓練她
有沒有怎麼培養超能力小孩的八卦

--
 ","Fri Jul 19 00:01:33 2019 ","Jul","00:01:33"
"Re: [新聞] 洪慈庸溫情呼喚 黃國昌回應網友：背後開 ","











這有什麼好擔心的？
有必要擔心一個
畢業就三榜
中研院研究員
擁有美國律師執照
法律系教授
不選汐止區立委 有差嗎？
憑他的問政表現
出來哪裡都躺著選啦
不從政也是能過得爽

又不像藍綠垃圾們，沒官當就要靠酬庸
不然就活不下去惹

--
  人民應該為法律而戰鬥，就像為了城牆而戰鬥一樣
                                                  ---赫拉克利特

--
 ","Fri Jul 19 00:01:34 2019 ","Jul","00:01:34"
"Re: [新聞] 柯文哲再怒嗆蘇貞昌：有夠不要臉 ","
這次柯文哲有理....

人真的不該如此
不論政治的結盟
還是戰爭的結盟

總不行先跟人說結盟 得到人家口頭答應支持
接著去打人家
打輸後 又說人家當初有答應要支持....

蘇貞昌當時
可不像謝長廷遠在日本、遊錫<U+5803>遠離政壇 那般對局勢不了解

蘇貞昌你是新北的參選人
雙北選情又是同一戰線
不會不懂的

--
 ","Fri Jul 19 00:01:39 2019 ","Jul","00:01:39"
"Re: [問卦] 幹你娘國軍憑什麼看不起大學生？ ","

因為至少軍校生真的屌打87%大學生啊

一堆大學生除了夜衝夜唱

還不知道他們大學四年有幹過什麼

買套子的錢比買書的錢還多

打電動的時間比出現在教室的時間還多

說真的

如果你是醫牙電資這類科系

只要笑笑的看著對方

對方連屁都不敢放


我看整場都是野雞大學爛系

才會給一個軍校生秋條

笑死

--
我覺得一群連被社會淘汰的廢物都嘴不贏的比較需要擔心
 ","Fri Jul 19 00:02:14 2019 ","Jul","00:02:14"
"[新聞] 巴西發現新種恐龍 可用單腳趾行走   ","
巴西發現新種恐龍 可用單腳趾行走



【新唐人亞太台 2019 年 07 月 18 日訊】

巴西古生物學家發現了一個恐龍新種，是屬於小型的雙足恐龍，牠的足部構造相當特別，雖
然跟霸王龍一樣為獸腳類，有三根腳趾，但牠只有用中間腳趾支撐所有體重，而兩側的爪子
則用來捕捉獵物，這還是第一次發現。


巴西古生物學家在巴拉那州(Parana)的一個挖掘點裡，發現新品種恐龍，生存於距今9000萬
年前的白堊紀時期，身高約80公分、身長約150公分、體重約15公斤，屬於肉食性的小型雙
足恐龍，棲息在沙漠環境裡。這個物種被命名為Vespersaurus paranaensis。

從開採的足部化石發現，新品種恐龍的足部構造很特別，牠有三根腳趾，跟霸王龍一樣都屬
於獸腳類(theropod)恐龍。

但與一般獸腳類恐龍不一樣的是，牠把體重都集中在中間腳趾上，兩側的腳趾在行走時會離
開地面往前翹起，推測可能是利用銳利的爪子來捕抓蜥蜴或翼龍等獵物。

巴西古生物協會會長 Renato Pirani：「這是(這個物種)第一次在巴西登錄。在全球範圍內
，它是個新物種。」

巴西總共發現40種不同種類的恐龍化石，但這次的化石完整度有40%，是
。這也是巴拉那州第一次發現恐龍化石，令古生物學家們相當興奮。

新唐人亞太電視 丁雅娜 綜合報導



備註：
今天又是很難抉擇新聞的一天
[國際]
A.紐西蘭最稀有鳥類目前出現嬰兒潮
B.印度的火箭改到禮拜一射
C.菲律賓最近選舉結果出爐讓民眾開始找如何移民
D.土耳其和美國因為戰機問題鬧翻加上最近土耳其經濟問題…恐怕凶多吉少(我就不說了給
帕卡鼠講比較好)
E.歐盟要查亞馬遜加上原本的罷工股價跌下去
[教育]
A.指考成績和108課綱新生今天都出來了
B.台灣三科大合併將是最大合併案
[地方]
A.台中的煤灰填海恐怕害死白海豚而且台中地下道監視器被投訴是中國制品引發資安疑慮
B.台南開山里多新的登革熱疫情還有首次出現玉米田外的秋行軍蟲

每天貼新聞的習慣快半年了，開始可以由標題看出這大概會有幾個推了

--

你才是香蕉 你全家都香蕉

--
 ","Fri Jul 19 00:02:16 2019 ","Jul","00:02:16"
"Re: [新聞] 林飛帆住娘家連庶民都稱不上！接副秘打造 ","






祁家威和北市府民政局於2015年8月/11月
提釋憲，2017年大法官解釋

宇宙元首韓國瑜不鳥地球聯邦的憲法了
要阻止同婚了


核二廠2016年停機，2019年重啟
2025停止核電被打槍
當然裡面一定有，算韓國瑜的


國安局打死不解密林義雄案檔案
就算也動不了
欸....   韓國瑜...嗯....真可惡啊


飛帆哥，我想你還是應該要擔心中國接管
而不是擔心韓國瑜會瓦解什麼

--
 ","Fri Jul 19 00:02:40 2019 ","Jul","00:02:40"
"[問卦]<U+263B>果凍當園長484太屈就？ ","
各位沒救的政治魔人很好釣欸，此果凍非彼果凍，不要談政治好嗎

夏國棟先生，聖文森植物園園長。中文超強。

中興大學畢業。不是中國海專那位。

鄉民上次貼的影片：<U+261B><U+261B> 

友邦台灣歷屆總統來訪都會見到他的身影

包括這次，看到他穿西裝出現在小英的旁邊，

聖文森百萬國鳥鸚鵡脫口而出「你好」，
相信就是果凍先生平常調教的結果。

另外，查了一下，聖文森的人口才11萬人，相當於半個永和
那麼國棟有沒有可能做著做著就變成該國總統了…
(雖然聖文森是總督總理制)

這裏有沒有興大校友有夏國棟的八卦?

--
年東歐前共產各國的人民，他們批評中國血腥屠殺，才5個月後，(1989年11月)，3年內，東歐及蘇聯紛紛，他們在歐盟、歐洲議會、歐洲
理事會、歐洲安全與合作組織，全都做過相關決議了，說共產專政罪行大於納粹(2006年
1481號決議)，定了8/23日為反納粹及反共產極權紀念日(黑絲帶日)(2009年定)，
立將共黨及納粹視為危害自由社會的污垢 我各國對做全球最後的中共民族沒興趣
中國東歐等的戲劇性史實:

--
 ","Fri Jul 19 00:03:15 2019 ","Jul","00:03:15"
"[問卦] 醫學系要重考幾年上才值得? ","
如題

我魏沒有出來嗆疊限時 大概是+365穩了

365疊加上去也滿可怕的

有沒有醫學系重考幾年還算值得呢?


--
 ","Fri Jul 19 00:03:17 2019 ","Jul","00:03:17"
"[問卦] 美聯社的妹子在哭，該怎麼安慰? ","

如題，剛剛去買水，
看到正咩店員在倉庫講電話，
不知道是什麼事情都不出來結帳，
當然我先等了一會兒，後來忍不住大喊我要結帳，
她就有點哽咽難過的出來了！
心裡突覺得不應該對她態度那麼差，
現在快收店了，我應該怎麼安慰他？

-----
Sent from JPTT on my HTC_U-3u.

--
急？你懂嗎？
我認真的，年輕算漂亮，怎麼追？
 ","Fri Jul 19 00:03:17 2019 ","Jul","00:03:17"
"Re: [問卦] 台大怎麼沒有餐飲科系？ ","

這問題很簡單吧 因為有文組啊
不才小弟就認識好幾個文組念完跑去做餐飲的
所以這些文組科系 當然可以算是餐飲科系

上次我同學請我吃一道台大套餐

前菜生態池田螺／黑冠麻鷺肝二選一
主餐長興街肥宅肋排 大塊的肉 豐富的油脂 還散發著一絲主機板燒焦的香氣
甜點是用醉月湖水作成的sorbet 每一口都品嚐得到底下萬年淤泥的醇厚風味

誰還敢嘴我們台大沒有餐飲人才


--

出來洗個學歷 所以不在台灣吼


我本身就是112文組中的廢物

 ","Fri Jul 19 00:03:26 2019 ","Jul","00:03:26"
