"titles","texts","time.stamp","month","date"
"Re: [問卦] 有沒有變頻冷氣有多省電的八卦？ ","
不一定吧

有的人就是喜歡冷氣直直吹

開不到20度 風速開最大才爽

就像我爸一樣

然後每次帳單都在嫌電費貴

--
 ","Sun Jun 23 00:00:25 2019 ","Jun","00:00:25"
"[新聞] 韓粉點名嗆「反攝影存證」！網紅街訪頻遭 ","
1.媒體來源:
三立新聞網

2.記者署名
羅鼎傑、林玠汶、趙英光

3.完整新聞標題:
韓粉點名嗆「反攝影存證」！網紅街訪頻遭拒…還被鬼祟跟拍

4.完整新聞內文:

韓國瑜到台中造勢前，韓粉在多個挺韓社團PO出一張4分割照片，請韓粉小心照片上的4位
網紅，說他們是民進黨網軍，被訪問的話要多加小心，其中被列進黑名單的是「長男次男
」，我們的記者跟著他一起在台中造勢場做街訪，發現他不只頻頻遭韓粉拒絕，還有不明
男子鬼鬼祟祟一路跟隨錄影。

▲網紅「長男次男」現身韓國瑜台中造勢場。

Youtuber長男次男：「不是我不找年輕人，是年輕人真的不好找啊。」

網紅「長男次男」再度現身韓國瑜造勢場合街訪，這回到台中，他先聲明不是不找年輕人
，是韓粉平均年齡實在有點高。

Youtuber長男次男：「方便問你們幾個問題嗎？」韓粉：「不方便，不方便。」Youtuber
長男次男：「好，謝謝。」記者：「知道他是誰嗎？」韓粉：「知道，不想」、「喔喔喔
。」

▲韓粉一見到「長男次男」，立刻拒絕受訪。

韓粉：「其實我當然也是覺得說，韓國瑜他雖然可能前面有一些突槌的地方，大家不太喜
歡，我覺得要給他時間跟機會。」

雖然還是有人受訪，但被拒絕次數實在有點高，之所以會這樣，恐怕跟網路上這張照片很
有關。

▲挺韓社團流傳這張照片，要韓粉堤防這4名網紅。

不管是臉書力挺國瑜選總統、還是花蓮韓家軍社團，都貼出這張4分割人頭照，跟韓粉說
小心這些人，他們是民進黨網軍，受採訪時記得反攝影存證。

Youtuber長男次男：「如果是這樣的話，那我要去跟民進黨請款了啊，我做那麼多影片，
他們都沒給我錢」、「當然底下會有一些，就是比較激烈的言論」、「有的人說要給我們
蓋布袋。」

▲網紅「長男次男」。

這回「長男次男」拍片過程，有不明中年男子一路跟拍，上前詢問為什麼跟拍。

跟拍長男次男男子：「因為他很帥啊。」

「長男次男」因為韓國瑜61凱道誓師大會，年輕正妹被「長男次男」抓包不是韓粉，影片
數十萬人瀏覽，被列黑名單；還有逢甲大學助理教授何景榮在韓國瑜雲林造勢，用印尼語
大酸韓國瑜，也同樣爆紅

攝徒日記街訪：「他不是請假22次還24次，就像我以前當班長一樣啊，我常常請假，事情
都丟給副班長做，學期末的時候我還拿兩個小功吧。」

「攝圖日記」在韓國瑜花蓮造勢做街訪，也訪到民眾酸韓國瑜，字字戳中韓粉痛點，難怪
被韓粉納為黑名單，還提醒韓粉多加提防。


5.完整新聞連結 (或短網址):


6.備註:

--
 ","Sun Jun 23 00:00:28 2019 ","Jun","00:00:28"
"Re: [新聞] 韓國瑜台中場二十萬人? ","



    你也真的很好笑

    在民主國家 你就算做得再好 還是會有反對你的人

    群體中本來就不可能所有人的意見都一樣

    民主就是在求最大公約數

    難道你要像對岸那種專制集權國家只能有一種意見嗎？

    專制集權不是沒有反對的人 只是反對的人都被消失了

    解決提出問題的人就沒有問題了 你喜歡這樣嗎？





--
 ","Sun Jun 23 00:00:28 2019 ","Jun","00:00:28"
"[問卦] 生田繪梨花  竟然不給我工作... ","
大家安安^_^

我是<U+5742>道粉的J<U+304F><U+3093>


工作辛苦了一整天回到家

看到繪梨花翹著二郎腿在沙發上看電視

""我回來了""

""哦！你下班啦"" 花花冷淡的對我說...

這是我和花花簽訂契約的第46天

當初她因為被公司給解僱的關係

我僱用她到我家工作還包住

幫忙我打掃、煮飯、洗衣

於是漸漸取得了對她的信任

試用期通過後

我就和她簽訂了三年的合約


結果這一晚回到家  花花就變了個人似的?

什麼也不想做...

""那個妳真的是我的繪梨花嗎？""

眼前的她讓我感到很陌生

""關你屁事~怎樣""

WTF???  我感到相當錯愕  簡直不敢置信

花花是不是吃錯藥了? 平常那麼溫柔的她

為什麼要對我這麼兇啊...




--





--
我很好
繪梨花做的飯我都願意吃
京子是我下個雇用對象
嘻嘻
傻蘋果我會怕~
現在她是我家的
廢~
超兇
開始有畫面 好美~
沒有啊 我很照顧她
你好！
 ","Sun Jun 23 00:00:28 2019 ","Jun","00:00:28"
"Re: [新聞] 柯文哲：當年國民黨對吳音寧的攻擊過度 ","
我的印象，

當初柯P和柯粉都還滿有條理的批評吳音寧，

基本上批評都是有根據的在講話。


只有國民黨和藍粉攻擊過度吧，

1450和廠公也不要太得意啦，

如果國民黨是攻擊過度，1450就是護航過度。

--
 ","Sun Jun 23 00:01:21 2019 ","Jun","00:01:21"
"[問卦] 亞洲歌喜歡參雜外國文字？ ","
常常看到亞洲歌寫詞

都會參雜英文單字

是不是只有亞洲歌曲才會這樣啊？

肥宅我聽不懂歐美族群的歌

也不知道他們是不是用英文啦

到底為什麼亞洲歌這麼喜歡參雜國外單字？

--
 ","Sun Jun 23 00:01:26 2019 ","Jun","00:01:26"
"[新聞] 登革熱爆發卻忙造勢挨批「棄市民」 韓國 ","
登革熱爆發卻忙造勢挨批「棄市民」 韓國瑜：有副市長



〔即時新聞／綜合報導〕高雄市登革熱疫情持續攀升，市長韓國瑜卻執意要出席今天（22
日）台中的造勢活動，甚至還缺席登革熱防治工作，由副市長洪東煒代打，引發「為造勢
拋棄高雄市民」的批評。對此，韓國瑜僅說，「副市長洪東煒會坐鎮高雄」。


高雄市登革熱疫情延燒，市長韓國瑜今天卻缺席登革熱防治工作，由副市長洪東煒代打，
外界質疑他為造勢缺席。（資料照）

高雄市登革熱疫情延燒，昨（21日）再新增鼎西里確定病例，是金獅湖市場群聚感染擴大
，全國迄今累計23例本土型登革熱確定病例，全部都在高雄市。由於韓國瑜今天要參加台
中的總統造勢活動，讓許多高雄市民憂心，高雄的防疫工作是否會鬧空城，讓疫情不斷擴
散。

綜合媒體報導，韓國瑜昨天被詢問是否會出席今天的登革熱防治工作，他沒有正面回應，
僅說「副市長洪東煒會坐鎮高雄」。結果今天韓國瑜真的缺席登革熱防治工作，由副市長
洪東煒代為指揮。

新聞局長王淺秋則替韓國瑜緩頰，市長人雖未到現場，但他高度關注了解最新狀況並不會
影響防疫。「台中離高雄距離不遠，有狀況隨時可以回高雄」。

台中立委、立院副院長蔡其昌也看不下去，21日在臉書痛批，「韓國瑜竟能夠拋下市民鄉
親，四處去舉辦歡樂造勢，也難怪民意持續下探，這樣的市長要選總統，我們台中市民能
夠接受嗎？」

--
 ","Sun Jun 23 00:02:18 2019 ","Jun","00:02:18"
"[問卦] 幹 救救偶!!!! ><  ","

各位八卦肥宅大家晚安 o'_'o

肥宅偶盆友在路旁要拿兩罐酒

在不能跨過那個圍欄der條件下

484只能一手接一手把酒拿起來才拿der過來呢? o'_'o



嗎der有個屁孩把另一罐酒放到偶盆友手中

他媽der不能動惹啦 QQQQQQ

這遊戲還有解嗎? o'_'o

沒有人幫助der狀況要怎麼把酒拿過來呢?

有八卦嗎? QQQQQQ

--


                                                          

--
 ","Sun Jun 23 00:02:53 2019 ","Jun","00:02:53"
"[爆卦] 大陸 恐 封殺 馬東石 ","
馬東石來台灣宣傳電影

唯一一場對外宣傳是跟 館長 直播

館長 : 中共因為這樣恐封殺 馬東石

這種政權你們還想被赤化嗎?

--

我就在等你這句

當然是中方告訴館長的

 ","Sun Jun 23 00:03:08 2019 ","Jun","00:03:08"
"[問卦] 花錢買外配的台男 願意以後女兒也被買走? ","



請問一下


有些花錢買外配的台男

尤其是中南部更多



他們有想過 以後也願意他的女兒被買走當別人的老婆嗎?
~

--
 ","Sun Jun 23 00:03:19 2019 ","Jun","00:03:19"
"[問卦] 驚！女朋友的妹妹鑽到我的棉被裡！ ","
安安安安安

大家中午好

小弟弟我啊

跟女朋友同居中

這個周末女朋友的妹妹來借住

我睡到一半

女朋友的妹妹竟然鑽到我的棉被裡

還打算對我上下其手

這時候我女朋友還剛好過來



我到底該怎麼辦呢

有沒有卦

--
 ","Sun Jun 23 00:03:34 2019 ","Jun","00:03:34"
