"titles","texts","time.stamp","month","date"
"[爆卦] 在XX社擔任一日臨演的超差體驗 ","


朋友沒有PTT帳號，幫忙代PO，希望可以讓其他同樣想去XX社當臨演的人一點參考。當事人不想再針對這個經驗回應太多，只希望自己的經歷可以讓其他想當XX社臨演的人參考。


－－－－－－－－－－－－－－－－－－－－－－－－

一開始我是被粉專宣傳文吸引到的

「重要民主運動上留下自己的足跡」
「早午供餐，會有特寫留念」

對這部片有期望，知道政府部門大力推薦、合作，加上議題理念吸引我，所以我報名當了臨演。

我除了原本的戲之外，額外被找去和另一個男生演別的路人戲，和他聊天才知道，不少人是透過一些打工群組到這裡的，日領500。
聽到的時候我很吃驚，因為我在粉專報名時，上面寫著有供早、午餐，但完全沒講到薪水。

回去問了休息區中劇組的A，我開頭就說我們工作內容相同，就因為報名管道不同，一個領500一個沒薪水。對方回應說透過粉專報名的是讓粉絲有參與的機會，是福利，原本就說好不支薪。A說她去跟上面確認一下能不能給我。（對話內容是憑印象）
一起演路人帶我去找他上司B、C，B和C說不可能，雖然可能差個幾百但不可能沒有車馬費。（B、C負責的是透過打工網招募到的支薪臨演）
我們最後回去找A，說詞差不多，總之最後說就特別通融給我薪資，叫我去印身分證。然後跟B、C、一起演戲的男生說「接下來就不關你們的事。」

By the way 從八點集合到下午兩三、點結束，如果以基本薪資150來算的話應該是怎樣都會超過500。（B、C都稱這種為車馬費，說500是合理的）

的確，報名的時我知道只供餐沒薪資，但我不知道有人跟我工作一樣然後領錢的。
八點集合在戶外外頂著大太陽綁著布條我還拿著大板子跟著命令喊口號啊等等，我是看在這部戲的內容是我有興趣、支持的，才願意這樣做，結果被當成超好用的廉價勞工。

戲都還沒開播就這樣把粉絲的期待拿來剝削
這部戲還是談民主自由，讓我覺得很諷刺、失望。

臨演有跟主要演員大合照，但當時也沒有特別區分是否從粉專報名，一開始通知的時候我也不太知情，是看到在休息的大家圍過去，我才知道在合照。

最後補充，和另一個男生演路人的那場戲，我的感受也很差。當時劇組要我們從主要演員一旁走過之後躲到一個不會被拍到的牆後，要我們不要探頭不然會被拍到。重拍了幾次之後，等了很久都沒人通知我們要再拍一次或是結束，繞遠路回去看，才知道劇組根本走了，當下感覺是臨演就是「用完就丟」。

我不是戲劇圈的，不懂戲劇圈的潛規則，這是第一次當臨演。我不知道這樣的體驗是不是常態？
我不知道有多少人會和我一樣，被這樣的宣傳吸引，去這個活動。
我只希望這個經驗可以給讓有報名動機的人知道，讓他們好好思考，不要因為資訊不對等，就當了廉價勞工而不自知。
-----
Sent from JPTT on my iPhone

--
 ","Wed Jul  3 00:02:37 2019 ","Jul","3"
"[問卦] 這樣算變態妹妹嗎？ ","
在生活中跟不認識的大叔聊天
可能是校園師長
或餐廳收銀員
又或是寄送信件的郵差

跟他們聊天過程
眼光會放在他們的褲檔
在幻想裡頭的巨物長的怎樣
該怎麼讓巨物成長

然後又意識到 我們正在聊天過程中

請問這樣算是變態小妹嗎？

--
 ","Wed Jul  3 00:02:57 2019 ","Jul","3"
"Re: [新聞] 牛肉麵被客人狂讚...老闆揭暗黑真相！ ","

看到這篇有感.......

那個...
有沒有鄉民也覺得

自從油品事件後
很多泡麵都比以前難吃??

我個人覺得滿漢大餐，維力炸醬麵，拉麵道

都沒以前好吃了，有人也這樣覺得嗎??


由其是維力炸醬麵，以前超香超好吃....

--
 ","Wed Jul  3 00:03:05 2019 ","Jul","3"
"[問卦] 熱 o'_'o ","

各位八卦肥宅大家早安 o'_'o

肥宅偶看個電視節目

今年484真der粉熱R? o'_'o







偶想說到現在都還沒開冷氣

偶484口以頒發個愛護北極熊獎呢? o'_'o

這段時間484去海邊玩cp值會更高呢? o'_'o

有八卦嗎? o'_'o

--


                                                          

--
 ","Wed Jul  3 00:03:41 2019 ","Jul","3"
"[問卦] 農地工廠454安全過關了? ","


    中華民國大部分的爭議問題，或是民眾不爽問題

    基本上只要民眾不上街頭鬧，撐一個禮拜就會安全過關了???

    《工廠管理輔導法》立法院在民進黨優勢人數創關已經五天了

    454大家就會慢慢忘記????

    反正後面繼續吃重金屬稻米吃多了，就會健忘症

    大家相忍為國

    反正當年七天假砍了，勞基法修了，慶富案也沒事了

    選前說台灣不缺電，選後跳電，8400億蓋鐵軌，實價登錄2.0

    這些你們都忍過了，多忍一個農地工廠也沒事吧??


--
 ","Wed Jul  3 00:03:58 2019 ","Jul","3"
"[問卦] 鍾婷和紫然大家怎麼選 ","
臉應該是紫然勝
但鍾婷臉看起來比較好親近
可是紫然又有天然呆人設
身材不清楚 連個溝都沒露過QQ
各位怎麼選？
有沒有任何八卦呢？

--
 ","Wed Jul  3 00:04:12 2019 ","Jul","3"
"Re: [新聞] 陸拳王下戰書 嗆館長：一回合還站著就算 ","
臉書
飆捍
3分鐘 ·

一千萬美金 可以打
可派代表來簽約款要先付款
我一年可以賺超過
一千萬美金營業額
要我放棄執掌企業的時間去練習
那麼你要給我相對的條件
或是叫麥可喬丹跟我打一場籃球
或是泰森跟我打一場或是ROCK跟我打一場摔角
也可以當交換條件 連我辦的比賽都不敢來
你還敢講話拳擊金腰帶? 你知道格鬥跟拳擊
是天跟地的差別嗎 等你的錢到

一個有責任的業主有太多的事要做
遠比當一個選手難多了
我也想好好運動練拳這樣快樂多了
--
同樣的理由已經用過了
不過這樣也很合理啦
總不能不備賽就上場

那只好叫那個阿六來參加格鬥比賽拿冠軍後當面下戰帖才有可能

--
　　　　　　　　　　　　　　　我把你們當人看！@∩＿＿＿∩　
　　　　　　　　                          ˋ  @　/︵　︵ ˋ|
　　　　　　　　　　　　　　　　　　　　　   　 (⊙)(⊙)   ˋ
                                              ≡ (_●_ )　  |  (扭)
                                              <U+30DF>﹑|∪|　    ≡╴╴╴
                                                ／﹨ˊ  <U+30CE>　 ＿＿＿ˊ

--
 ","Wed Jul  3 00:04:31 2019 ","Jul","3"
"[問卦] 國外手遊界的名人 ? ","
最近迷上手遊吃雞

發現一隻好手機對於吃雞真的蠻重要

pc遊戲名人蠻多 faker 台灣也有統神

想問問

手遊界也有像是 faker 這類有名的 gamer嗎 ?

特別是有白人是手遊有名的 gamer 嗎

謝謝

--
 ","Wed Jul  3 00:05:17 2019 ","Jul","3"
"[問卦] 有雞雞是甚麼感覺 ","
如題

本魯沒有雞雞

滿好奇的

有雞雞是甚麼感覺呢

是整根都很敏感嗎?

還是說其實整根有幾段部位沒那麼敏感

還有勃起的感覺又是怎樣

請有雞雞的人給予解答

謝謝~(鞠躬)

--

都沒人正經回答我QQ

那可以去哪邊問


陰蒂其實只有前端敏感

雞雞也是嗎

原來如此 謝謝

滿認真回我的
 ","Wed Jul  3 00:05:20 2019 ","Jul","3"
"[問卦] 當山峰沒有稜角ㄉ時候 ","
當山峰沒有稜角ㄉ時候
當春夏秋冬不再變化
我還是ㄅ能和ㄋ分散

讓我們紅成作伴活得瀟瀟灑灑
對酒當歌唱出青春年華


有沒有ㄋㄉ笑容是我今生最大的眷戀ㄉ八卦山

--
 ","Wed Jul  3 00:05:25 2019 ","Jul","3"
