"titles","texts","time.stamp","month","date"
"Re: [新聞] 駁假新聞！連勝文：85大樓新業主是「被韓 ","




哈哈 85員工 應該都恨死了吧

贊聲 換來85員工和它的家庭









假新聞 ？ 我認識的85員工  連遣散費目前沒領到  這些人全部都幹的要死

假新聞？ = =? 有沒有八卦


--
 ","Sun Jul  7 00:01:00 2019 ","Jul","7"
"[問卦] 是不是該請瓜哥來主持 挑戰館長的殊死戰? ","



就一堆人想挑戰館長

是不是該請瓜哥來主持?


瓜哥:幸福好運到 獎金送夠夠...

     挑戰者先自我介紹..........

     主委要不要加碼


     來下面一位(挑戰失敗時)


--
 ","Sun Jul  7 00:02:12 2019 ","Jul","7"
"[爆卦] 空服員職業工會:一起有尊嚴的返回天空！ ","

空服員工會公布現在的三寶數量是2060!!!

要大家記得

不管長榮航空公司或媒體怎麼說

這17天班表上的STI(罷工)

是我們最光榮的印記！

讓我們一起有尊嚴的返回天空！

--



桃園市空服員職業工會

罷工第17天！

工會的三證數量是2060！請大家記得這個數字，不管長榮航空公司或媒體怎麼說，所有會
員要記得這17天班表上的STI(罷工)，是我們最光榮的印記！
讓我們一起有尊嚴的返回天空！

--
 ","Sun Jul  7 00:02:35 2019 ","Jul","7"
"Re: [新聞] 劉結一提告台灣同胞書 柯:諒解各說各該說 ","


還用說到舔共嗎?
不需要吧

在跟中共的官員談話會面過程，在沒照會的情況下偷偷錄影錄音
還被人發現了，還被人強關了
就已經曝露三個問題


一、柯屁的誠信問題不光在台灣，連中共也對柯屁打上一個大問號
二、強關過程質問柯屁團隊問了誰，柯昱安遲遲說不出來，還想蒙混過關
三、連是不是能拍照、錄影、直播，柯屁團隊都溝通不清楚或甚至未與中共溝通
你告訴我這團隊還能幹好什麼事？


連舔不舔共都不用質疑
「質疑柯屁團隊及柯屁的辦事能力跟交際能力有多爛就夠了」


這種交際能力別說城與城、國與國外交了
柯屁本身根本沒有交際能力就算了
柯屁的團隊則是辦事能力極差

這場雙城論壇根本就是柯屁跟團隊的一場災難
我真疑惑為什麼好像沒人質疑這點


先別管他舔不舔共
中共還不屑你舔啊

--
 ","Sun Jul  7 00:02:41 2019 ","Jul","7"
"[問卦] 阿斯嘉人的壽命有多長？ ","
我一直很好奇阿斯嘉人的壽命有多長

先考慮奧丁一家的壽命跟阿斯嘉人差不多好了

電影裡有三次提到關於阿斯嘉人的壽命的線索

一次是索爾親口說他其實已經1500歲了

一次是雷神二裡奧丁提到他爸爸在五千年前消

滅了闇黑兵團封印了乙太，所以阿斯嘉人的壽

命應該介於1500到5000年之間，但是在雷神

三裡，他又跟那個長得像炎魔的怪物說「我以

為我父親在十萬年前已經消滅你了」這就奇怪

了，所以阿斯嘉人的壽命到底有多長？

--
 ","Sun Jul  7 00:03:17 2019 ","Jul","7"
"[問卦] 砂鍋大的拳頭怎麼練的？ ","
如題

我朋友跟一個老伯起爭執

沒想到老伯有著砂鍋大的拳頭

我朋友問他怎麼練的

還沒講完就趴了

那麼

砂鍋大的拳頭怎麼練的？

--
 ","Sun Jul  7 00:03:18 2019 ","Jul","7"
"[問卦] siri算是人型電腦天使心嗎？？？ ","
如標題

大家的好朋友

siri

無聊的時候會講笑話給你聽

還會幫你打電話

計時設鬧鐘

是不是就跟天使一樣

貼心ㄋ

有沒有這方面的八卦？？？

--
 ","Sun Jul  7 00:04:16 2019 ","Jul","7"
"[問卦] 大蛇丸是不是肥宅之光 ","


大蛇丸，從狠愛演出來的Youtuber

他不是妹子 還是個肥宅

頻道只有兩篇影片一個吃麻醬麵一個吃烤雞

然後四週10萬訂閱..

很多頻道搞了老半天認真拍片超久了才有辦法慶祝十萬訂閱

請問大蛇丸算不算肥宅之光

--
 ","Sun Jul  7 00:04:34 2019 ","Jul","7"
"[問卦] 為什麼熟飯乾燥後沒辦法變回去生米 ","

我一直在想，每次煮飯沒吃完只能放冰箱之後再做成稀飯

非常不方便

我當然也知道生米煮成熟飯是不可逆的化學反應

但是煮飯的過程中生米到底跟水起了什麼化學反應

假如沒人回答我，我可能會睡不著


--
 ","Sun Jul  7 00:04:38 2019 ","Jul","7"
"[問卦] 這是在幹嘛？求解 ","

剛剛肥宅我跑去買鹽酥G
回家就看到一坨壁虎

馬的嚇了一大跳
結果袋子掉下去
銀絲卷滾出來沒得吃了FQ

數了一下大概有三隻
他們是在玩3批嗎？
還是在取暖？
又或者是星期日在做禮拜？
-----
Sent from JPTT on my iPhone

--
 ","Sun Jul  7 00:04:46 2019 ","Jul","7"
