"titles","texts","time.stamp","month","date"
"[問卦] 有沒有冷門又好聽的歌？ ","




先推薦一首啊
藍色貝殼
去唱歌真的不多人知道
影音平台也沒超過100萬觀看次數
但真的蠻好聽的

還有什麼其它推薦的嗎
-----
Sent from JPTT on my iPhone

--
 ","Sun Jul 14 00:01:32 2019 ","Jul","00:01:32"
"Re: [問卦] 林飛帆的故事給了我們什麼啟示？ ","
林哥的經歷跟馬英九幾乎差不多

先當職業學生當了N年後 抓緊機會 抱大腿  一飛衝天

結束學生階級後 立刻榮升黨的高等職位

雖然林哥常常吐槽馬英九 但是必須說向你敵人學習才是進步的方法

也許林哥的心中英雄就是馬皇吧

林哥 風度翩翩 溫恭儉良 該怒的時候也怒

未來總統 棒棒

--
 ","Sun Jul 14 00:02:39 2019 ","Jul","00:02:39"
"[問卦] 欸！有沒有斜背包的卦？ ","
安安安安安

大家中午好

小弟弟我啊

剛才去逛夜市的啦

夏天的好處就是妹子都穿的少

好身材是一覽無遺

尤其是背著斜背包的妹妹

真的是有夠棒的































以上為背斜背包的示意圖

圖取自於網路

斜背包應該是世上最偉大發明之一吧

有沒有斜背包的卦

--
 ","Sun Jul 14 00:03:00 2019 ","Jul","00:03:00"
"[問卦] 日本的男人社會地位是不是比較高 ","
在台灣似乎不管你男生多有能力多有錢
女生露奶露腿，基本上你男生就沒有講話的餘地
大家全部一股腦的吹捧正妹就是對的

在日本是不是兩性地位比較平等
至少男生有發言的空間
社會不會盲目的崇拜正妹呢？

--
 ","Sun Jul 14 00:03:21 2019 ","Jul","00:03:21"
"[問卦] 妳為什麼要代替妳爹？ ","

是這樣的，這是我前陣子聽到的一個故事
發生在滿久之前的
某一個朝代常常發生戰亂
基本上家家戶戶只有有男丁都會被徵招從軍
可是有個妹子不希望爸爸和弟弟有去無回
所以就女扮男裝
結果被裡面一個將軍發現了
那個將軍就對她大吼

「妳為什麼要代替妳爹？」

假如時光倒留，能做什麼呢？
有沒有這方面的八卦？

--
 ","Sun Jul 14 00:04:10 2019 ","Jul","00:04:10"
"[新聞] 林飛帆接民進黨副秘 他批「良知廉價」、P ","
1.媒體來源: 新頭殼

2.記者署名  吳賜山

3.完整新聞標題: 林飛帆接民進黨副秘 他批「良知廉價」、PTT起底「黑歷史」

4.完整新聞內文:

太陽花學運領袖林飛帆傳將接任民進黨副秘書長，15日人事發布後就上任。對此，網路節目主持人彭文正今（13）日臉書發文，直批「良知這麼廉價？」還有PTT網友在「政治黑特板」迅速「起底」林飛帆過去是如何批評民進黨的「黑歷史」。

彭文正臉書文字只有短短3行：「飛帆呀！良知這麼廉價？太陽花時你主張公開透明，現在你要進民進黨幫忙作弊？」而下方臉友回覆則有：「我還以為林飛帆會以超然的態度去從民間來監督政府～殊不知那麼快就淪為權力的爪牙了，感嘆太陽花精神一去不復返」、「林飛帆已經墮落，原來是為了當現成官才遲遲不在時力下選舉！日久見人心…」、「支持，並樂見林飛帆歸隊綠營」等多種不同看法。

而PTT「政治黑特板」則有網友以「〔討論〕 林飛帆：對民進黨失望透頂！」為題，整理出2014年以來，林飛帆10次對民進黨開砲的歷史新聞紀錄，包括：
「陳菊、張志軍搞閉門會 林飛帆：對民進黨非常失望！」
「林飛帆：對民進黨失望透頂，公民團體會投入選舉！」
「林飛帆：我們施壓對象從來不只有國民黨，還有民進黨」
「林飛帆：完全執政的民進黨要避免說一套、做一套」
「太陽花三週年，林飛帆發文呼籲民進黨履行承諾，別讓人民再次失望」
「重批前瞻 林飛帆嗆民進黨：就繼續墮落吧！」
「賴清德接班人是西瓜！林飛帆：台南市長某黨推西瓜選都會上」
「【反修勞基法】林飛帆籲蔡英文、民進黨暫緩修法：否則必定讓你們輸掉未來」
「蔡政府嚴重危機 林飛帆公開信：年輕世代瀰漫揚棄民進黨氣氛」
「勞基法修惡，林飛帆怒『民進黨已無民主，只剩黨意』」

PTT網友評論則火力猛烈，有人勸「林最好是自己出來推掉，不然臭一輩子」；有人嘲諷：「有奶便是娘」、「民進黨真香」；甚至有人「超酸」「翻譯」前述10則新聞：「位置不給我 我繼續鬧」；不過，還是有人辯白：「入體制 改革民進黨 這才是務實」。

5.完整新聞連結 (或短網址):


6.備註:
新頭殼跟黨中央唱反調？

--
 ","Sun Jul 14 00:04:30 2019 ","Jul","00:04:30"
"[問卦] 在圖書館看書，隔壁情侶在玩抓鳥該怎麼辦 ","

我們這邊圖書館是自習室座位是3人一組的

A B C

我坐A的位置

B的位置是一個靦腆男生，看起來約大二

C是靦腆男的女友



這個男生蠻專心看書的

但是這個女生會突如其來把手伸向男友的胯下

男生會突然被驚嚇到

女生就一直笑 (發出氣音的那種笑法)



害我都不法認真看書了QQ

在圖書館看書，隔壁情侶在玩抓鳥

該怎摸辦?

我性向正常  不想抓，謝謝

--

有個美國人千辛萬苦集齊了七顆龍珠。
神龍華麗地出現!並用日文問他：”<U+3042><U+306A><U+305F><U+306F>何<U+3092>望<U+3080>？”
美國人愣了愣：”can you speak english ? ”
神龍：”sure ~”
然後神龍就走了...

--
 ","Sun Jul 14 00:04:54 2019 ","Jul","00:04:54"
"[問卦] 每年改課綱可以幹嘛? ","
人口素質在哪都是常態分布

16%是屁孩  68%是中庸  16%是精英

改課綱也改變不了這常態分布

只是浪費人力財力  圖利補習班

文組到底有沒有學過常態分布

--
 ","Sun Jul 14 00:05:37 2019 ","Jul","00:05:37"
"[問卦] 宵夜要買什麼宵夜才好？ ","

是我啦！一天增肥一公斤的阿廢啦！

忍耐了一天，終於又可以發廢文了，
戒斷症候群真的很難受，
阿廢戒抽煙喝酒都沒這麼難受，
沒發廢文卻差點發狂。

話說又到了深夜，
阿廢想睡又不想睡，
還在煩惱該怎麼賺大錢，
距離阿廢家最近的就是7-11，
遠一點點的還有萊爾富跟全家，
永和豆漿應該也有營業。

所以阿廢應該買什麼當宵夜才能賺大錢？
有沒有卦？

-----
Sent from JPTT on my iPhone

--


      阿廢  參上

--
 ","Sun Jul 14 00:05:39 2019 ","Jul","00:05:39"
"[問卦] 巫師練到60級了 現在要幹嘛？ ","
我最近都在打遊戲，每天都在鑽研怎麼練比較快，

現在好不容易把巫師練到60級了。

然後要幹嘛咧？

--
 ","Sun Jul 14 00:05:42 2019 ","Jul","00:05:42"
"Re: [新聞] 來台嚐小吃！陸客狂嘴「味道非常普通」 ","
陸客來台灣吃的小吃應該大多在台北的範圍內居多吧，先說我是南部人，我到北部玩還真
的沒吃過讓我覺得驚艷還是吃完之後念念不忘想再吃的，只有慕名而去結果排隊排很久，
吃到反而超幹浪費時間排隊的

之前去基隆廟口夜市，聽說有一家什麼香的肉燥飯多有名多讚，結果一吃跟鬍鬚張有87%
像，在南部還真的巷口隨便一家都屌打，鴨肉珍鴨肉本都屌打不知道幾條街了

在羅東夜市也吃了羊肉湯，吃了我也百思不解為什麼這種普通的羊肉湯會有一堆人想浪費
時間排隊，岡山羊肉隨便一家都羊肉湯都勝過羅東夜市的

結論就是不用陸客，我自己台灣人都覺得北部夜市吃的東西超普通，完全沒有排隊的價值

--
 ","Sun Jul 14 00:05:54 2019 ","Jul","00:05:54"
"[問卦] 日綜《可以跟你回家嗎》拍肥宅版會怎麼樣 ","
如標題

日本綜藝節目《可以跟你回家嗎》

隨機跟著路人回家的同時

也常挖掘出不為人知的草根故事

如果是跟著肥宅回家

會發現什麼不為人知的秘密嗎？？？

e.g 浴室的姊姊 or 地窖的妹妹

有沒有這方面的八卦？？？

--
 ","Sun Jul 14 00:06:03 2019 ","Jul","00:06:03"
"[問卦] 要怎麼維持身材又能天天喝啤酒 ","
嗨多摩

哥

每天習慣喝一杯啤酒舒壓

現在又是夏天

熱的時候喝冰啤酒我覺得很爽

但是我又不想變胖

長啤酒肚

是說

一定要運動嗎

有沒有輕鬆一點的

求問

--
其實黑麥汁我也覺得不錯喝
原來還可以用來撐這個
也是 也許應該改成喝黑麥汁惹
慟
 ","Sun Jul 14 00:07:05 2019 ","Jul","00:07:05"
"[新聞] 台江學園、台南轉運站 建築界奧斯卡獎 ","
1.媒體來源:人間福報


2.記者署名
本報台南訊


3.完整新聞標題:
台江學園、台南轉運站 建築界奧斯卡獎 台灣2建築入圍


4.完整新聞內文:
台江國家公園管理處十日晚間證實，台江國家公園行政中心及遊客中心（台江學園，台江
國家公園提供），入圍世界建築獎（World Architecture Festival,WAF），將角逐這個
有「建築界奧斯卡」美譽的獎項；另外，去年奪得國家卓越建設獎規畫設計類金質獎、預
定年底啟用營運的台南轉運站，也傳來入圍的好消息，得獎名單預定十二月在荷蘭阿姆斯
特丹揭曉。

台江國家公園是台灣唯一的溼地型的國家公園；台江學園則是南部行政機關第一座鑽石級
的綠建築，外觀採白色系列，透過「高腳屋」的構造形式，避免地景被破壞。

園區內水路串聯各自獨立漁塭，銜接嘉南大圳水系，形成自然感潮水體活絡水質，提供浮
游生物、魚蝦貝類優質棲息水域環境，保留既有雜木林等生態系，維護原有生物棲地。

台南轉運站同時以綠建材及可回收鋼構、貨櫃作為主體構造，東西兩側共使用六十四個二
十呎貨櫃堆疊，創造出候車、售票、商辦等空間，兩排貨櫃間的挑高中庭是候車廣場，充
分發揮轉乘接駁效能。

台南市政府交通局昨天表示，台南轉運站結合國道客運、大台南公車及計程車等多項轉運
系統，目前已接近完工，未來將委託營運管理業者籌備，預定今年底啟用營運。


5.完整新聞連結 (或短網址):




6.備註:

--
36.225.21.13 07/14 00:23
已修正
 ","Sun Jul 14 00:07:30 2019 ","Jul","00:07:30"
"Re: [問卦] 日綜《可以跟你回家嗎》拍肥宅版會怎麼樣 ","

八卦是，我只知道它有一個衍生系列叫做277dcv，目前已經拍到第141集。

我個人看過其中幾集，基本上品質可能比本尊還要高，
製作滿認真的，推薦大家都去看看...

--
 ","Sun Jul 14 00:07:39 2019 ","Jul","00:07:39"
"[問卦] 有沒有蟑螂結晶的八卦 ","



夏天到了，蟑螂來了！於是小妹我買了蟑螂藥，

但為什麼我的蟑螂藥附近出現這種黃色的東西？

有蟑螂高手可以告訴我該怎麼處理嗎？>”<

補充：我在廚房放了6個蟑螂藥，結果廚房附近就開始

出現這種東西！
-----
Sent from JPTT on my iPhone

--


感謝大家，原來是我媽又加上去的蟑螂藥。
 ","Sun Jul 14 00:08:17 2019 ","Jul","00:08:17"
"Re: [問卦] 林飛帆的故事給了我們什麼啟示？ ","
我不太懂林有甚麼奇特之處 以一個從政的人他的背景也沒特別硬吧?

一般年輕從政人員如果不是官二代 商二代 3歲自耕農

雙語學校老闆兼豪華農舍的庶民 想要點優勢就是抱團阿

不然他要去國民黨嗎?

他那個背景在國民黨能混出頭?


--
 ","Sun Jul 14 00:08:25 2019 ","Jul","00:08:25"
"[問卦] 為何日本鳥站一大堆，都不會靠夭虧錢? ","
我這次來日本，因為是鄉下地方，

所以一堆鳥火車站，就擺明沒啥人搭的那種。

但這種鳥火車站，還是乾乾淨淨的，

有的甚至還很有造型，蓋得很漂亮呢。

為何日本這種都沒人靠夭是蚊子館，

台灣卻每一個火車站都要斤斤計較CP值呢?

--
 ","Sun Jul 14 00:09:10 2019 ","Jul","00:09:10"
