"titles","texts","time.stamp","month","date"
"[新聞] 鑽石聯盟 摩洛哥站 德格拉西200米稱霸 ","
1.媒體來源：加拿大星島日報

2.記者署名外媒

3.完整新聞標題：鑽石聯盟 摩洛哥站 德格拉西200米稱霸

4.完整新聞內文：
加拿大短跑好手德格拉塞（Andre De Grasse）星期日在鑽石聯盟（Diamond League）田
徑賽摩洛哥站賽事中，贏得男子200米賽跑冠軍，提早為女兒首個生日送上禮物。

德格拉塞力壓其主要對手、世界冠軍土耳其選手吉利耶夫（Ramil Guliyev），衝過終點
。結果德格拉塞以20.19秒奪得冠軍，而吉利耶夫以20.28秒得亞軍。

這是德格拉塞兩年內首次在鑽石聯盟賽上獲勝。

對成績並不滿意

不過，來自安省萬錦市的德格拉塞在賽後表示，對這個時間並不滿意，但無論如何能夠贏
得賽事，他心存感恩。他在2017年7月16日Prince Moulay Abdellah體育場賽道上，造出
20.03秒的成績。可是兩周後，他在世界錦標賽舉行之前傷到了腿筋。

星期日得到冠軍，也是德格拉塞在本季頭3個200米賽事的首個冠軍。

5.完整新聞連結：

--
 ","Thu Jun 20 00:00:15 2019 ","Jun","00:00:15"
"Re: [爆卦] 昨(6/18)綠能產出約17.7萬桶瓦斯的能源! ","

應該說台灣本來就需要天然氣廠撐中載和尖載，

而綠能則可以幫忙節省天然氣，

也把省燃氣當作一種儲能手段。


只要還在電網調節能力範圍內，

綠能都可以盡量發展啦，

不然你看現在中午，

光太陽能就發超過核一廠容量，

你家電還不是穩穩的？


可是夏天太陽能發最多電阿


冬天風力最大阿，

你怎麼都只看壞的一邊？

風光互補一直就是台灣發展綠能的大優勢阿。


不會啦，風力滿載時，天然氣降載省氣就好了，

風力發電曲線算是類基載，

你看今天風力曲線就知道。


光現在綠能剛開始發展，

就已經讓中午尖峰時間還靠太陽能來開抽蓄了，

省的可多了。


核能電廠要增加的燃煤備轉才可怕，

要嫌也是先嫌核能和燃煤的共生機制，

所謂的核煤共生關係。


台灣自己電網可以啦，

反正我們本來就要增加天然氣來減空汙，

所以再發展綠能來節省天然氣，

剛剛好而已。


沒看到太陽能才幾年而已，

從１０元降到４元，

還是替代掉最貴的尖載用電，

另一邊，風電還降更快，都2.5了，

已經比天然氣便宜。


有不懂歡迎繼續發問，

至少你是屬於講理型擁核，

不像那些只會一直亂酸別人文組，

然後自己一點道理都說不出的，

你的文章我會回。


--
：　
台灣就真的變畸形兒鬼島了： 

福島核能爆炸全錄像：
更多車諾比核災的畸形兒：


--

那你怎麼不乾脆說太陽能從中午發一座核一廠電量，

降到現在剩０Ｗ，

最高最低相差無限倍，

怎麼你家電還穩穩的？


發展綠能不是只有看內需用電而已，

我們還要藉機發展新興產業鏈，

以後才能靠綠能技術賺取更多外匯，

而要達到這個目標，

就要提早佈局，搶占先機，

就像當年設立台積電一樣。
 ","Thu Jun 20 00:00:40 2019 ","Jun","00:00:40"
"Re: [臉書] 高雄歹過日 ","



    平衡報導一下

    睡菊當高雄市長的時候，得登革熱也沒少啊

    我倒想問問 你朋友，花媽知不知道登革熱為什麼會爆發


    民國104年 19,723個登革熱確診病患 中央當年補助9,600萬
    民國105年    342個登革熱確診病患 中央當年補助6,000萬
    民國106年      3個登革熱確診病患 中央當年補助2,400萬
    民國107年     12個登革熱確診病患 中央當年補助2,300萬
    今年          20個登革熱確診病患 中央補貼      800萬

    蘇光頭，你好意思酸人家

    下面噓的都是不識字的1450



--
 ","Thu Jun 20 00:01:00 2019 ","Jun","00:01:00"
"Re: [新聞] 昔為普悠瑪翻覆下台 吳宏謀接任中華郵政 ","
越出包過越爽


這就是蔡英文的台灣價值?


英粉引以為傲的轉型正義?


我還以為是國民黨的酬庸行為欸


希望吳宏謀這次是因為專業性任職


不要到時候又一問三不知


這時候柯p就慘了    又要被拿出來轉移目標了


這種酬庸方式跟中共還真他媽得像


難怪陽信能在對面吃得開原來是同路人

--
 ","Thu Jun 20 00:01:10 2019 ","Jun","00:01:10"
"[問卦] 等待一顆星星掉下來～ ","
我聽見風呼喚你的名字

那是讓我哭泣的聲音

我反覆聽見一首歌

深入我的心，我不知為什麼

就像幸福與愛情環繞著你～

等待一顆星星掉下來

帶你的心擁進我懷裡

那是你所屬的地方

在我懷裡，背比～耶！

肥宅等著一顆星星會有加分嗎？

--



嘻嘻 嘻嘻 猜歌猜不到

 ","Thu Jun 20 00:01:16 2019 ","Jun","00:01:16"
"[問卦] 蚊子好多好煩 ","
如題啦

今天不知道為什麼，晚上一堆蚊子

好煩喔、一直打一直打

問室友有沒有容器積水她說沒有

到底是為什麼啊

好想召喚肥宅工具人幫我們擋/打蚊子喔


--
 ","Thu Jun 20 00:01:32 2019 ","Jun","00:01:32"
"[爆卦] CCTV央視 海峽兩岸節目痛批韓粉 ","


邱毅跟北京國際關係學院的于強

在節目裡罵韓粉是在幫韓國瑜敗票

于強說 有些人只是評論一兩句 甚至是出於善意

就被韓粉攻擊

希望韓粉多一點包容

後面說""非韓不投 沒韓去郊遊""這種口號會重傷韓國瑜

讓人覺得很不團結


韓粉:央視挺郭 央視被1450收買了

--
                                06/20 00:52
 ","Thu Jun 20 00:01:32 2019 ","Jun","00:01:32"
"Re: [問卦] 阿翔和謝忻進行到幾壘了？ ","
    觀察了很久，都沒有人注意到，6/4浩角翔起笑一個官方粉絲專頁的直播影片中
，早就有重要訊息說溜嘴啦~~

疑點一 首先，前面有幾段，阿翔說朋友說有事，找他下高雄老同學敘敘舊，

???為何只帶謝忻赴老同學敘舊約？通常多年老同學見面敘舊，不多是帶老婆小孩嗎？

疑點二 很明顯前面翻紙的聲音，翻得很輕柔，提示的說話音量也是柔柔的，有壓低音量
      ，但Grace在6:36寫道：想聽你高中的糗事

    謝忻看到了，開始用筆敲鍋想提醒，但效果不佳，7分10秒，音量瞬間變大且生硬，
提示”你老婆說要聽你的高中糗事”
緊接著是用力翻紙甩紙的聲音

    重點精華從12分30秒，聊高中女友開始，提到阿翔朋友追很多女生全壘打，阿翔只
有一個很專情，

~~重點中的重點對話~~
阿翔：你跟大家講我是不是很專情
朋友：他真的很專情
阿翔：對.對.對…
朋友：是真的啦
阿翔：是真的，真的
朋友：對阿，可是…
阿翔：only one嘛
朋友：真的真的真的，都是我全壘打，可是…現在是你全壘打

真是神隊友阿~~
這還不明顯嗎？

其實看旁邊Grace的及時留言，應該是真的不知情的

--
 ","Thu Jun 20 00:01:44 2019 ","Jun","00:01:44"
"[新聞] （獨家）江明學輕生「最大心結是白冰冰 ","
（獨家）江明學輕生「最大心結是白冰冰」 密友暴哭曝內幕

自由時報

〔記者鍾智凱／台北報導〕
資深歌手江明學昨傳來輕生消息，享年58歲，生前他與兩性專家、資深主持人小彤交好，昨
小彤泣不成聲：「他這幾年過得很不好，經濟有困難，他最放不下的就是冰冰姐，對這件事
一直耿耿於懷。」

江明學與白冰冰是因雞湯鬧翻，因去年騎腳踏車把臉摔傷，後來白冰冰送雞湯關懷，但江明
學當時生氣反駁，表示根本沒收到雞湯，指責白冰冰「落井下石，殺人滅口」，白冰冰則回
應是江明學自己說不用送的。小彤透露他經常與江明學通電話，每次都1、2個小時，都一定
提與白冰冰的心結，「我原本想居中協調，但他說不要，怕被說抱人大腿。」

小彤透露與江明學認識好幾10年，「他一個是極度沒安全感、極度寂寞、很容易想太多的人
，他經常來跟我訴苦，說沒辦法集中注意力創作，以前隨便寫一首歌都很快，他得失心太重
。」最後一次通電話是4月底，訊息則是一個禮拜前，完全沒異狀。

江明學曾因《秋意上心頭》紅極一時，不料晚年潦倒，事業下滑又吸毒遭逮，小彤曾問他需
不需要錢，但江明學堅持不要，只曾毛遂自薦說可到她公司當醫美諮詢師，但後來又不了了
之，小彤哭著幫江明學念經迴向：「他沒有朋友，如果我有打一通電話給他是不是就不會這
樣？」自責很深。

★☆自由電子報關心您☆★

自殺不能解決問題，勇敢求救並非弱者，社會處處有溫暖，一定能度過難關。



--
 ","Thu Jun 20 00:02:38 2019 ","Jun","00:02:38"
"Re: [爆卦] 中天新聞上<U+30C6><U+30EC><U+30D3>東京節目了 ","
有人也在日本旅館看過中天嗎？
我前陣子在名古屋jr gate旅館
看到電視頻道有中天！
就那一台中文台，其他都當地日文台
嚇壞...

--
 ","Thu Jun 20 00:02:51 2019 ","Jun","00:02:51"
