"titles","texts","time.stamp","month","date"
"Re: [問卦] 挖國六去花蓮 為什麼不乾脆通中橫??? ","
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:
:

應您要求，介紹一條小北橫：100號林道。

當年設想，如果共軍反封鎖台7西村一帶過不去怎麼辦？

那就請yoyodiy出馬囉：繞過去~

所以闢建了100號林道，另路連接台7和台7甲，甚至西線可通到新竹橫山。

林業反而是附加價值(不然開路花大錢，屯兵也要有收入，國家財政也很困難)

，林道西側有湖面如鏡之狹長匙狀高山湖泊－鴛鴦湖，

100號林道盡頭分別接往160、170號林道(這算後來真的搞林道時才開的)。



退輔會森林保育處有對現今路徑的介紹。

道路周邊以雲霧繚繞，充滿奇木異草而聞名，算小眾秘境。

與其花大錢世界跑，這是我有一天想去的道路秘境，進去應該要先申請。

(這幾年我不可能去啦 就沒想了)

我知道每日入園人數不得超過720人。








--
 ","Tue Jun 18 00:00:18 2019 ","Jun","00:00:18"
"[問卦] 整個版面充斥著政治文 ","

從去年市長選舉開始

版上黨工每天認真上工

版上每天都有洗文章抹黑造謠政治文

剛剛無聊點進來看

依舊是政治文滿滿

想從中找點不是政治相關的都難

八卦版是不是已經成了各派黨工自嗨的地方
-----
Sent from JPTT on my iPhone

--
 ","Tue Jun 18 00:00:34 2019 ","Jun","00:00:34"
"[問卦] 有港仔要介紹為什香港議會是建制派主導 ","
香港議會目前還是建制派主導占領絕對優勢，
香港議會有所謂的建制派、中間派、民主派，
但目前看起來建制派、民主派、中間派支持者，
跟它們在議會議員所佔的比例有很大的落差，
有沒有港仔要出來介紹一下香港議會的生態環境r?
順便說明一下為什麼議會跟人民支持度會有這麼大的分布r?
就連米國的選舉人團制度都鮮少有很大的落差，
像川普也只是以些微總票數落後當選美國總統，
香港議會選舉有什麼獨特的機制造成這種結果?

--
 ","Tue Jun 18 00:00:46 2019 ","Jun","00:00:46"
"[問卦] 天黑請閉眼 我在你身邊 ","

卻測不出妳
雪藏的那面
該怎麼進退
妳狼狽發言
那些預言都
成了虧欠
五樓我淫水

六樓茶殺
全票出六

謝謝

--
 ","Tue Jun 18 00:00:50 2019 ","Jun","00:00:50"
"Re: [新聞] 蔡總統：我們的國號 還是中華民國 ","
幹
有鬼是不是
連這種文都能推爆

J三小
11/28. dpp大敗之後
什麼都沒做，什麼都沒改
短短幾個月
然後就又獲得台灣人信任了

網軍猖狂成這樣，連這種文也推
連這種文都要推爆

dpp原來以為11/28會輸是輸在網軍嗎？

我真的看不懂

--
 ","Tue Jun 18 00:01:56 2019 ","Jun","00:01:56"
"[問卦] 有沒有醫生很容易當背骨仔的八卦? ","

 我身邊的醫生朋友

 似乎都很愛當背骨仔

 只要為了利益 誰跟誰當朋友都可以

 管你交情有多久  一樣說背叛就背叛

 什麼立場 什麼友情 都是屁

 有沒有書念那麼多 卻不知道人情世故

 醫生愛當背骨仔的八卦

 全世界她最聰明 別人都最笨?

--
 ","Tue Jun 18 00:02:14 2019 ","Jun","00:02:14"
"母親和她的女同情人扯掉9歲男孩陰莖後斬首！只 ","
由邁德林·瓊斯

2019年6月15日，10：56

更新：2019年6月15日，22 ：06

 Thesun

一位媽媽和她的同性戀愛人在斬首他前，撕下了她9歲的兒子的陰莖，只因他讓她想起了父
親


27歲的媽媽RosanaCandido和28歲的巴西Kacyla Pessoa刺傷了這個男孩十幾次，並在分屍
前之前從臉上取下了所有的皮膚。

據說,兩人甚至用刀子試圖挖出男孩的眼球,以防止被辨識。

警方說,他們試圖在烤肉店燒死他的一部分遺體,然後把他的遺體塞進一個手提箱並扔在下水
道。

其他屍塊分成兩包在她們巴西的家中被發現。

那對情人說，從首都巴西利亞約20英里的
薩曼巴亞向驚恐的承辦員警坦承一切。

他們遭到殺人、藏匿屍體、折磨的起訴。

他們還被指控在一年前在恐怖的自製手術中撕掉了Candido的兒子Rhuan的陰莖。

據說這兩名婦女告訴調查人員他們使用了“簡易工具”，因為Rhuan“想成為一名女孩”。

當地報導說：“在移除陰莖後，這兩位婦女將一個簡易版的女性器官縫到殘缺的地方。”

據報導，Candido聲稱這名小伙子是一個“負擔”，也是她與她情人關係的一個障礙。

她也對他“感到仇恨，沒有愛”，因為他似乎提醒者過去欺凌的的父親

居住在阿克里的勞恩的父親據說告訴警官，五年前，當他失去監護權時，Candido與就帶著
男孩離家出走，然後她與Pessoa和她的女兒住在一起，她的女兒現年9歲，已經接受保護。

警察局局長吉列爾梅梅洛說，犯罪的殘酷性使調查人員感到震驚。

這9歲的男孩被刺了十多次/MYDRIM JONES


(內有影片)





--
歹勢忘了分類 現在應該沒問題了吧？
 ","Tue Jun 18 00:02:58 2019 ","Jun","00:02:58"
"[問卦] 電腦版的line ","
乾0羊到底為啥有那啥小調整透明度的屎功能啊?????
到底!!!!誰!!!!!會用!!!!!!!!!
應該用的人99.99%都是他媽不小心拉到吧
然後整個透明到看不見
這到底哪個智障想出來的智障功能
一個禮拜至少要被雷他媽兩三次

有沒有這個智障功能到底有他媽三小用處的八卦哈????

--
移動視窗就會點到啊 本小妹業務多 對話多 可以嗎
一個詭異的拉霸
那最透明也不要他媽透明到消失吧???
拉拉看啊直接透到消失
對 爛死
 ","Tue Jun 18 00:03:00 2019 ","Jun","00:03:00"
"[問卦] 夢太美起床不開心怎麼辦 ","

嗯吶

剛剛夢到跟國中時喜歡的女生牽手在小時候住的社區散步

現在起床感覺憂鬱症又復發了

是不是直接一覺不要醒來會比較快樂啊？

--
蘿莉銘
身不在高，米四就行，胸不在大，有型則靈，斯是蘿莉，為吾是侵。
洋裝貓耳朵，小嘴大眼睛。短髮很俏麗，長髮也飄逸。可以給糖果，玩親親。
無八卦之亂耳，無血拼之勞行。學校游泳室，公園小涼亭。吾自云：能萌就行

--
 ","Tue Jun 18 00:02:59 2019 ","Jun","00:02:59"
"Re: [問卦] 3年過去了 台灣人現在最有感的政績是？ ","

2到5是個人意見，不評論，但是第一點是錯誤資訊。
台灣洗腎率高是因為有健保。
所以才讓那麼多人可以靠著洗腎活下去，
其他國家沒辦法洗的，基本上不是等換腎，不然就是等死。
另外，台灣洗腎人口中，超過一半以上都是第二類型糖尿病造成的，
因為台灣的手搖及含糖飲料太發達，很多人天天一杯以上，
喝多了，糖尿病就容易被誘發。
所以洗腎率高跟工廠鎘米鉛水關係不大，
你講的這兩個東西反而是會引發其他病，
但絕對跟洗腎關係不大。

要降低洗腎率，先對手搖店抽200%的<U+7A0E>吧，糖尿病元兇。


-----
Sent from JPTT on my iPad

--
 ","Tue Jun 18 00:03:40 2019 ","Jun","00:03:40"
