"titles","texts","time.stamp","month","date"
"Re: [問卦] 我好像快死了 ","

同意手術只是同意承擔合理的風險

如果手術違反醫療常規造成危害

那為什麼不能靠北呢？

不要把手術同意書當成賣身契啦！




-----
Sent from JPTT on my HTC_U-3u.

--
 ","Tue Jul 16 00:00:05 2019 ","Jul","00:00:05"
"Re: [新聞] 韓國瑜勝出》陳文彬:韓一點都不好打,民 ","

或許中老年人或三寶 或是所謂的底層 是韓粉組成的主要部隊沒有錯

可是 為什麼鄉民認為只有中老年人 或是三寶 才會投韓呢?

這完全是兩件事啊

韓導有沒有料 我想有點智慧的人 應該都可以推論出來他是個只會喊發大財的草包

問題是 即便他是草包 假設韓粉很沒水準

事實就是一個韓粉也是一票 一個有階級有知識的人也是一票

網路上說韓導很會吸中下階層的票 這是事實

但我覺得 韓導其實吸到這幾種人票的的數量 會更多



  蔡英文對於不利她的風聲 反應是不是變成觀望? 或是一概卸責? 或是裝死推託?

  我想很多人是看在眼裡

  a.拿一個同性婚姻舉例 這是人權 雖然觀感上有爭議 在澳洲 法國 也都有爭議

  但如果堅信是對的事 你知不知道澳洲從普查到通過 只花了快半年?

  為什麼蔡英文要推給社會觀感? 這件事疑似故意拖到任期最後一年才剛好通過?

  真的那麼正確那麼正義 也還是有人支持 不是嗎?

  搞到現在我都還是不清楚 到底是甲甲背刺民進黨? 還是民進黨想要兩邊撈背刺甲甲?

  b.非核家園是一個理想 結果台灣似乎研發其他發電也沒有成果 甚至慘賠

  c.民進黨初選一開始拖拖拉拉 還說了一堆似是而非的理由



  a.少子化 可沒有因為成立了辦公室而解決 這幾年台灣的人口比例反而更接近高齡化

  七年級 八年級頭 有結婚的甚至有小孩的 房貸和育嬰費 何止痛苦 根本就快往生

  如果不是為了小孩這個寄託 其實很多人正值壯年 都想自殺登出人生了

  單身的或許沒有這項花費或沒那麼重 但是也是看不到未來

  b.時薪幫你調了10元 基本工資幫你調了1000 但是物價漲得更快

  也就是說 資本家還是掌握到了絕大多數的利益 配合一下政府演點戲 給人民一點小利

  c.剛上任不是說了轉型正義很重要? 檔案快要整理完了可以公布了?

  怎麼會變成到現在還無法公布完整檔案?

  d.七天假 勞基法修惡 一例一休 變相造成在台外勞人數越來越多

  選前嘴巴上講照顧勞工 選後身體比誰都恐攏資方

  我看很多鄉民超級瞭解 感觸也頗深吧?



  陳菊 → 總統府秘書長 好 花媽或許也不能再選了 她也有人馬 不給點好處不行

  賴清德 → 前行政院長 鄉民口中的太子 行政院長任內真的很替蔡英文坦

  但是 這三個人選輸了敗戰了 敗將看似沒有痛定思痛 反倒還高升中央

  蘇貞昌 → 行政院長 說了不知幾遍不選新北市長 選輸警察頭子 怎麼又行政院長了?

  陳其邁 → 行政院副院長 高雄市照理說會選贏 但真的是被整體黨中央施政拖累

  林佳龍 → 交通部長 台中根本就是自己敗掉的 這樣選輸也高升中央?

  任何地方有人的地方就有江湖 就都有酬庸 裝好看一點 推託一下推辭一下

  吃得那麼明顯 吃相那麼難看 我都還以為這政黨參加飢餓30參加多久了

4.

  軍公教的退俸不是不能砍 因為這些退休金財政確實是倚賴國家的整體景氣和稅基來源

  可是 砍那麼急卻沒有配套措施 到底是為了選票? 引發鬥爭讓勞工仇視軍公教?

  還是真的那麼正義? 我還真的不懂了

  今天大家有同理心 一間公司或國家 說你可以做了25年30年就可以退休了剩下它養你

  我想這樣的條件大家也會願意用自己的青春 去換取這份未來的利益吧?

  八百壯士是很可笑 軍公教到底一個月該領多少才對 也可以討論

  但是 找幾個專家學者 這樣閉門造車 之後砍得迅速 真的符合公平正義嗎?



  對於所謂的中間選民 或是不相信台灣政客 甚至政治冷漠的人 這是非常可能的選項

  加上民進黨這三年多做得實在是很不怎麼樣

  遊走在中間的人確實很可能傾向換人做做看

----------------------------------------

以深藍選票和深綠選票對決 辣台妹應該是可以險勝韓導

可是 選舉就不是只有深綠或鐵藍兩邊對決嘛

如果是忠誠韓粉 加上這堆中間選民的賭爛票

民進黨或英粉 真的覺得小英打得贏韓導嗎?

民進黨要擔心的不是韓導 是被大量的賭爛票吞噬

--
選舉不是只有鐵粉在選啊
我認可這種說法 但英粉是不是也很像一種宗教?
韓是不好 但是蔡做得很爛 韓會想辦法操縱為庶民對決權貴
但是蔡應該也會高喊捍衛台灣主權
就看台灣人民信任哪一套
是的 我認為兩者根本就一樣
哪邊完全錯誤? 還請指證 藍的因素我沒特別想
這兩個地方派系的影響力會很大 但假設國民黨是以拿回政權為前提
就不允許任何的分裂
你可以直接回一篇文 來陳述你的觀點
所以我文內也說了 陳其邁會敗選很意外 幾乎可以歸因為被黨中央施政拖累
回一篇文啊 不要躲在下面推文
這四年畢竟是綠的執政啊
XDDDDD 我剛在想之前的 這兩個感謝補充
想法不同觀點不同 可不是偏見 先扣帽子就有優越感? 以為贏了嗎?
你可以指責別人的點有問題 這沒問題 但是你自己又說得出什麼?
如果你講得也有理 或是有你自己的看法 真的可以回一篇文說自己的觀點
是怕被噓找理由喔?
柯等宣布到底選不選 加入因素才有意義 現在確定的就是這兩個
 ","Tue Jul 16 00:00:06 2019 ","Jul","00:00:06"
"[問卦] 賀喜<U+9065>香 妳是我的NO.1嗎~ ","
大家安安
我是<U+5742>道粉J<U+304F><U+3093>

前情提要


距離上次在戲院巧遇<U+9065>香 已經有三個月了

上次我驚人的舉動似乎嚇到了她

導致讓她認為我是痴漢 但我真的不是啊…


然而就在今天 我又遇見了她

我看到她和兩位友人

遠藤<U+3055><U+304F><U+3089>、筒井<U+3042><U+3084><U+3081>一起在商店街

不知道在找尋什麼?

於是我跟在後面 尾隨她們看看要做什麼?

奇怪的是她們越走越快 我覺得不太對勁

於是又克制不住自己再次的衝動 衝向前去

""啊啊啊啊啊啊啊啊""三人狂叫

""不要叫那麼大聲啦! 我不是壞人 妳們別誤會""

""疑?你是上次那位....""賀喜說

""沒錯 我是上次那位  我今天想和妳道歉
我上次不應該說出那種話的 困擾到了妳""

""但你的舉動讓人感到怪怪的 希望你下次不要再這樣了""

此時我又聞到了一股香氣 還比上次濃烈

""那我們先走了 88~""

""<U+9065>香別走啊… 我其實有話想和妳說""

??

「我從妳身上聞到一股獨一無二的味道

Cause baby you're my No.1

and you're the only one

你的笑臉 雙眼

全都讓我心跳不已」

當場的氣氛瞬間降到最低點

她們三人彼此對看

露出很尷尬 不知所措的表情

我在此說一次

""<U+9065>香妳願意成為我的NO.1嗎?""


【下集待續】

--
給你
超香
筒井妹妹不錯！
被發現了 嘻嘻
NO~
沒時間XDDD
 ","Tue Jul 16 00:00:21 2019 ","Jul","00:00:21"
"[爆卦] 韓國瑜疑似捲入偽造文書? ","




裁判字號：
最高法院 85 年台上字第 4205 號刑事判決
裁判日期：
民國 85 年 08 月 30 日
裁判案由：
偽造文書等


裡面有提到

但是其他人民都是用OO代替

因此不確定是哪件事情 看起來也不是直接參與案情


不過這草包的黑歷史真的很多...

--
 ","Tue Jul 16 00:00:22 2019 ","Jul","00:00:22"
"[新聞] 瑞典每月補助長輩18萬 侯友宜：台灣仍無 ","
瑞典每月補助長輩18萬 侯友宜：台灣仍無法做到

2019-07-15 16:42聯合報 記者王敏旭╱即時報導

新北市長侯友宜日前到瑞典參訪斯德哥爾摩的Lojtnantsgarden老人照護中心，不過瑞典
賦稅較重，政府每月補助長輩18萬元，侯友宜說，台灣稅制與財政還無法做到如此健全的老
人照護，但環境營造與照顧方式，可以作為新北推動長照政策借鏡。

Lojtnantsgarden老人照護中心採分區管理，有老人安養28戶及失智症患者的26戶，住戶
均為65歲以上且需要全天照顧的長者，每戶都有獨立衛浴設備、床舖及必要輔具，其中20戶
還附有小型廚房。

侯友宜說，中心設計高雅，且專業照顧者與復健師的人力充足，每4、5人就配有專屬廚師，
還有鋼琴老師進駐指導，執得新北學習，不過瑞典是高度社會福利國家，該中心運作有82%
為政府出資，相較下台灣還無法做到如此健全。

管理人Ms. Karin Jonsson表示，照護中心現有52位全職及大量兼職員工負責照料長者生活
起居，同時與失智症照護研究者合作，希望找出更新更好的照護方法。

侯友宜表示，老人照顧不只是花錢補助，應提供更多元關懷服務，政府資源有限仍要負起責
任，扮演長照制度主導角色，針對長輩的健康度分類提供照顧，也整合民間力量，實現在地
安老、在地安養的理想。

侯友宜舉例，新北65歲以上老人達55萬5744人，佔新北人口13.88%，針對健康狀較佳的長輩
推出動健康、佈老銀行等樂齡政策，亞健康或失智失能長輩，提供長照2.0的照顧與補貼，2
022年達到60家公共托老中心。

新北市長侯友宜參訪瑞典老人照護中心，並認為環境營造與照顧方法，值得新北借鏡學習。
圖／新北新聞局提供


新北市長侯友宜參訪瑞典老人照護中心，並認為環境營造與照顧方法，值得新北借鏡學習。
圖／新北新聞局提供




備註：原本想貼巴基斯坦蝗蟲大過境的新聞結果沒什麼媒體報導 有報導的媒體又違反版規
…後來找量子糾纏照片的新聞又沒有核可媒體…最後想貼基隆和平島的考古新聞和白海豚的
風電新聞結果都被貼走了…orz

◢▆▅▄▃  崩潰(〒 w 〒 )崩潰 ▃▄▅▇◣

--
Sent from my Asus ZenFone 4 (ZE554KL)

PiTT 

--

你才是香蕉 你全家都香蕉

--
QQ
 ","Tue Jul 16 00:01:26 2019 ","Jul","00:01:26"
"[問卦] 一份漢堡王套餐多少錢是合理？ ","
流浪在外想找個食物吃都買不起
哭哭
而且大家還大排長龍
天啊
貧窮如我只能去廁所喝自來水了



--
這裡的漢堡王一份只要14-16元呦
 ","Tue Jul 16 00:01:43 2019 ","Jul","00:01:43"
"[問卦] 多益成績是不是跟英文能力不相干? ","
大家好

許多人考不到900分

但是在職場上或生活上

完全就是活像個語言專家

有沒有多益成績跟能不能真的拿來用

有很大的落差

--
 ","Tue Jul 16 00:03:04 2019 ","Jul","00:03:04"
"[問卦] 木蘭花講幾次之後會變花木蘭? ","
剛剛看到了花木蘭真人電影的預告

使我想起了一個有關花木蘭的八卦

就是一直講木蘭花

就會變成花木蘭

到現在我都覺得非常神奇

到底木蘭花講幾次之後會變成花木蘭呢?

--
 ","Tue Jul 16 00:03:13 2019 ","Jul","00:03:13"
"[問卦] 李宗瑞在監獄買的到波爾礦泉水嗎 ","

宗瑞哥，波爾年度代言人
成功的將波爾打造成型男與有錢人高端的品牌

然而，因被陷入獄，現在可能只能透過販賣機買波爾了
販賣機有賣波爾嗎？能用Line pay Google pay買嗎？
不然他爸媽要一直送錢進來感覺很累

--
 ","Tue Jul 16 00:03:16 2019 ","Jul","00:03:16"
"Re: [問卦] 老師看到學生成就很高 會悲憤嗎? ","

坦白跟你說啦
這世界上只有兩種人希望你的成就比他高，生活過得比他好

這兩種人就是你的父母和你的老師！
所有的老師都希望自己教過的學生能夠有所成就，這是從事教育最快樂的事情

因此孟子說得天下英才兒教之是君子之樂
就是因為「英才」有高成交的機率高
所以為君子之樂

重點還是在學生有所成。

如果你的老師看到你從一個什麼都不會的廢物變成社會的中堅份子，他會很感動的。

加油，讓你的老師對你刮目相看！

--
 ","Tue Jul 16 00:03:38 2019 ","Jul","00:03:38"
