"titles","texts","time.stamp","month","date"
"[問卦] <U+30CF><U+30C3><U+30D4><U+30FC><U+30A8><U+30F3><U+30C9>會不會太好聽？ ","
小妹剛剛聽到back number的這首歌
驚為天人
歌詞很讚 唱的有很澎湃有感情
只是後遺症是聽完心好痛好悶
真的會痛Q_Q
有人有同感的嗎

--
 ","Wed Jul 17 00:00:26 2019 ","Jul","00:00:26"
"Re: [問卦] 柯糞還有什麼藉口解釋八卦風向 ","


綠營支持者早化整為零  有1450這種官方空戰部隊也有大量支持者

砍了官方部分帳號  多的是方法再弄帳號出來

更何況  吱吱的網路討論區可不是叫假的




來談談柯文哲吧









隨隨便便就找出幾篇以前的文章

完全說中柯文哲現在的處境





柯粉會式微是遲早的事

這幾年來我大概說了好幾次了  人總是會醒的  早晚而已

其實柯文哲根本沒有變  他還是一樣的投機  無恥

但是柯今天會落到這樣的下場

就是被整個綠營""處理""了

看到柯文哲被抹紅  只要短短一年

你看民進黨支持者那種洗腦深化程度有多可怕

更遑論國民那種被抹十幾年  那可是會影響一整個世代

柯文哲沒想到以前說什麼做什麼都是""務實""  粉絲護航不在話下

現在粉絲開始鬆動  代表民進黨正在收拾柯文哲



真是報應啊

不過民進黨在處理柯文哲的問題說真的還真不錯

慢慢的洗腦  那些對柯失望的才會真正的重回到民進黨

太快的一刀切  只會讓部分柯粉對民進黨產生憤恨

現在這樣處理  再過兩個月大概柯文哲應該會在12-15%徘徊

最後就是等待被棄保  被邊緣化簡直是意料中事

柯文哲實在太輕忽  不知怎麼面對蔡英文網軍

不過以柯文哲現在的狀況  最慘的還是台北市民

柯文哲拖死的不是只有自己的總統民調

還拖死整個台北市的未來

這就是柯粉帶給全民的教訓







--
我被講過得可多了 9.2 勝文粉 馬迷  郝粉 丁粉  遠雄粉 柯粉 綠吱
這就是八卦板...

 ","Wed Jul 17 00:00:50 2019 ","Jul","00:00:50"
"[問卦] 一位女性友人 ","
如題

身邊有一位快30歲女性友人啦，至今都單身，常常在臉書po一些感情文，說什麼女人不是挑
，是要仔細找到適合自己的人

底下一堆留言都偏同溫層，回應她這篇文章，小弟就密了這位女性友人，說一定是你太挑，
小弟馬上被嗆，干你屁事，難道你就不挑嗎，本來想解救這友人

題外話之前和這位友人聊天，剛好聊到電影，對方突然說如果你現在開車來接我，我就和你
去看電影

這位友人怎麼解救


--
 ","Wed Jul 17 00:01:54 2019 ","Jul","00:01:54"
"Re: [新聞] 加拿大外語老師酒駕超標　鬼扯：不知台灣 ","
白魯蛇不意外
今天中午吃八分旁邊兩個白屌應文老濕在聊 其中一個也不是英語係國家的

聊說等等要去見a girl 另一個說是那個嗎 他回不是那個是b girl

然後聊一聊說晚餐要跟a girl去松山還中山吃飯，另一個就說dinner girl.
那個白弔又回還有lunch girl breakfast girl. 然後又繼續罵他們補習班那個櫃台老女
人的破英文。

那個非英語國家的又說他教一個女學生寫日記練習長句型，另一個就說不錯好方法，可以
叫她寫喜歡的屌跟姿勢。

以上..


後
」
警
隨
翻
台
警
禁
年

--
 ","Wed Jul 17 00:02:39 2019 ","Jul","00:02:39"
"[新聞] 吃螞蟻、蚱蜢 義國研究有助防癌 ","
吃螞蟻、蚱蜢 義國研究有助防癌



〔編譯茅毅／綜合報導〕自由電子報

根據瑞士科學期刊《營養先驅》（Frontiers in Nutrition）刊登的最新研究，吃螞蟻及其
他昆蟲可以防癌！義大利科學家所做的一系列實驗顯示，室內與戶外幾乎無所不在的無脊椎
動物─螞蟻，與蚱蜢（即蝗蟲）、蟋蟀之類的其他昆蟲一樣，均富含抗氧化劑，這種化合物
對於減少人體產生自由基的化學反應很重要，據信自由基會增加罹患癌症、心血管疾病與糖
尿病的風險。

抗氧化劑存在於包括蔬果在內的各種食物中。由於食品科學家認為，今後數十年西方國家的
消費者必須開始將「蟲蟲」納入飲食中，因此義國最高學府羅馬大學的研究團隊，開始著手
找出這些無脊椎動物擁有的抗氧化潛力

抑制自由基 降低罹癌風險

這些科學家發現，後，其中很多種蟲所含的抗氧化劑的濃度，比柳橙汁或橄欖油
高出數倍，而柳橙汁與橄欖油是最常被推薦有助於抑制自由基的食品的
；
的而總多酚是另一個抗氧化潛力的指標。（
Africa caterpillar）的！

主持這項研究的塞拉菲尼（Mauro Serafini）教授指出，至少二十億人，即
。可食用昆蟲乃絕佳的蛋白質、多元不飽和脂肪酸、礦物質、維生素和
纖維素的來源，但迄今在抗氧化活動上，從未有人將食用昆蟲與橄欖油或柳橙汁之類典型的
保健食品相提並論。



英國連鎖超市「聖斯伯利」（Sainsbury）二○一七年十一月宣布，將成為全英首家販售食
用昆蟲的超市，在其全英二五○家分店都能買到英國「Eat Grub」公司推出的「煙燻ＢＢＱ
鬆脆香烤蟋蟀」，既可當零食單吃，也能做為墨西哥捲餅、麵條或沙拉的配菜。








法國「微型營養」（Micronutris）公司養殖昆蟲供人類食用，販售包括活跳跳、脫水乾燥
，或磨成粉摻入麵粉做成油酥糕點的昆蟲。圖為該公司2014年2月推出有脫水昆蟲的甜點馬
卡龍。（路透檔案照）







--

你才是香蕉 你全家都香蕉

--
羊羊真調皮
 ","Wed Jul 17 00:03:32 2019 ","Jul","00:03:32"
"[問卦] 忘記姓名該怎麼辦？ ","
忘記了姓名的請跟我來
現在讓我們向快樂崇拜
放下了包袱的請跟我來
傳開去建立個快樂的時代

快樂到底屬於哪個年代
70 80 90 還是Y世代
翻開歷史課本答案就算仔細找
也會找不到
背也會背不好
放鬆 讓我 來說
什麼年代吹著什麼樣的風
我拿著我的麥克風
唱出old school show
yo ready to roll

所以忘記了姓名該怎麼辦
有卦否？


--
女友一號

女友二號

女友三號


--
早啊 羊羊
 ","Wed Jul 17 00:03:43 2019 ","Jul","00:03:43"
"[問卦] 大學經濟學有比高中物理還難嗎?? ","
怎麼我現在看經原

SOSO啊

大學經濟學有比高中物理還難嗎??

把經濟學提早到高中學 是不是也差不多??

有八卦嗎??

--
 ","Wed Jul 17 00:03:44 2019 ","Jul","00:03:44"
"[問卦] 台北夜遊<U+3073>無料案<U+5185>所的卦 ","
肥肥在林森南京麥當當吃飽飽
看到對面有家
台北夜遊<U+3073>無料案<U+5185>所 本店
這4不4有好料的呀
有沒有卦



--
 ","Wed Jul 17 00:04:22 2019 ","Jul","00:04:22"
"[新聞] 卓榮泰評柯文哲：年輕選票在流失「因為他 ","

1.媒體來源:
ETtoday新聞雲

2.記者署名
蔣婕妤

3.完整新聞標題:
卓榮泰評柯文哲：年輕選票在流失「因為他年紀越來越大」

4.完整新聞內文:
記者蔣婕妤／台北報導

民進黨主席卓榮泰、副秘書長郭昆文及林飛帆16日下午與媒體茶敘。提及年輕選票，卓榮
泰說他認為柯文哲感覺沒有以前那麼強，因為柯文哲年紀越來越大。
針對年輕族群選票情況，卓榮泰表示，他最近沒有看到相關資料，在政黨支持度上面呈現
麻花狀態，互有領先，這種狀況應該跟藍綠初選有關。年輕選票的變化主要呈現在總統候
選人方面，韓國瑜自己應該也知道在年輕選票上滿吃虧，反倒是蔡英文在這方面有明顯優
勢，並且持續擴大。
卓榮泰分析，民進黨對於公共議題的設定，以及對年輕朋友的吸納，讓年輕人投票意願提
高；年長者通常心有定論，或是生長背景影響，讓他們很篤定要投誰，要改變這一點要靠
政府的效率或政策上著手，這叫做政策動員，政策若做得好他們就願意投過來。



5.完整新聞連結 (或短網址):


6.備註:
聽說辣台妹比柯大三歲

卓卓不要反串自家的總統年輕人民調低喔XDDD

講的好像自家年輕人民調很高似的XDDD
--
有DPP舔嗎??
 逐字稿能搞斷章取義?? 你邏輯怎們學的阿   能教一下嗎?
說沙小 雙重標準不就柯黑先來的  愛吃糞   也要餵人吃阿
講的好像做逐字稿是很錯誤的行為 真笑話XDD 抱歉喔 自家老蔡面對記者訪問
沒幾次就爆炸了
 ","Wed Jul 17 00:05:06 2019 ","Jul","00:05:06"
"[問卦] 館長在古代是什麼等級的武將 ","

館長一身橫肉

古代描述猛將總說能揮舞數十斤的重武器

青龍偃月刀有八十幾斤

館長的話應該能揮上百斤吧

我覺得是許褚等級喇

有卦嗎

--
 ","Wed Jul 17 00:05:37 2019 ","Jul","00:05:37"
